trial	response	correct_response	accuracy	reaction_time
1	7	7	1	711
2	10	10	1	1265
3	9	9	1	437
4	7	7	1	418
5	6	6	1	328
6	9	9	1	186
7	12	14	0	2648
8	15	15	1	1149
9	10	10	1	790
10	8	8	1	476
11	16	16	1	1048
12	13	13	1	658
13	10	10	1	828
14	9	9	1	668
15	8	8	1	1107
16	15	13	0	1719
17	9	9	1	271
18	7	7	1	162
19	8	8	1	1742
20	9	9	1	70
21	12	12	1	881
22	14	14	1	911
23	13	13	1	769
24	9	9	1	216
25	7	7	1	445
26	8	8	1	764
27	10	10	1	746
28	12	12	1	500
29	11	11	1	805
30	8	8	1	1282
