trial	response	correct_response	accuracy	reaction_time
1	n/a	l	0	n/a
2	k	k	1	1560
3	k	k	1	791
4	l	l	1	675
5	j	j	1	787
6	k	k	1	724
7	l	l	1	687
8	j	j	1	715
9	n/a	j	0	n/a
10	j	j	1	1524
11	k	k	1	976
12	j	j	1	693
13	k	k	1	1560
14	k	k	1	1177
15	k	k	1	1089
16	l	j	0	741
17	j	j	1	897
18	j	j	1	1332
19	l	l	1	1006
20	k	k	1	881
