trial	response	correct_response	accuracy	reaction_time
1	l	j	0	1599
2	k	k	1	1005
3	k	k	1	833
4	k	k	1	1059
5	l	l	1	966
6	k	k	1	723
7	n/a	k	0	n/a
8	j	j	1	909
9	j	j	1	1282
10	k	k	1	1018
11	j	j	1	1070
12	k	k	1	729
13	j	j	1	1282
14	k	k	1	698
15	k	k	1	840
16	l	j	0	1143
17	j	l	0	1755
18	k	k	1	789
19	j	j	1	1288
20	l	l	1	1337
