trial	response	correct_response	accuracy	reaction_time
1	l	k	0	1147
2	k	l	0	935
3	k	k	1	988
4	j	j	1	794
5	l	j	0	807
6	j	k	0	1124
7	j	j	1	814
8	k	k	1	1089
9	j	j	1	1149
10	k	k	1	1066
11	j	j	1	1294
12	k	k	1	1010
13	l	k	0	788
14	k	l	0	1361
15	j	l	0	1372
16	j	j	1	827
17	l	l	1	1256
18	j	j	1	1342
19	l	l	1	1228
20	j	j	1	830
