onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
4.057986453	14.12664949	1	computer	4.057986453	6.168955582	11.18426139	0.459289131	11.64355052	-1
22.38129755	14.03295221	10	computer	22.38129755	24.39699487	29.41394099	0.380395771	29.79433676	1
40.54120854	14.01961029	11	PRP1	40.54120854	42.55221294	47.56051249	0.388476653	47.94898914	1
56.69045009	14.02893852	8	PRP2	56.69045009	58.70201327	63.71906688	0.464865451	64.18393234	-1
72.85585463	14.03026769	8	computer	72.85585463	74.86884514	79.88579909	0.387850201	80.27364929	-1
91.0052991	14.02977537	10	computer	91.0052991	93.01858808	98.03476585	0.329133568	98.36389942	1
106.1536219	14.02888261	3	computer	106.1536219	108.1663376	113.1822235	0.421855377	113.6040789	-1
122.300298	14.02992414	3	PRP3	122.300298	124.3173932	129.3297258	0.399447036	129.7291728	-1
137.4428576	14.01676917	2	PRP1	137.4428576	139.4510086	144.4593902	0.401081629	144.8604719	-1
153.5729033	14.02793106	3	PRP4	153.5729033	155.5841884	160.6005428	0.366906417	160.9674492	-1
170.7195878	14.03116027	8	PRP5	170.7195878	172.7342625	177.7504473	0.373834918	178.1242822	-1
185.869727	14.03135587	1	computer	185.869727	187.8840806	192.9007571	0.462953513	193.3637106	-1
202.0189752	14.0289515	9	computer	202.0189752	204.0320368	209.0476485	0.389576474	209.437225	-1
217.1704966	14.02509806	3	PRP6	217.1704966	219.1782398	224.1953295	0.439545235	224.6348748	-1
232.3193515	14.0142564	10	PRP5	232.3193515	234.32602	239.3334859	0.396326975	239.7298128	-1
247.4516903	14.02124011	2	PRP4	247.4516903	249.4664414	254.4727156	0.624177181	255.0968928	-1
264.6017379	14.03190203	9	PRP3	264.6017379	266.6162844	271.633257	0.402428083	272.0356851	1
280.7517329	14.03106583	4	computer	280.7517329	282.7658631	287.782593	0.420519704	288.2031127	-1
298.9021333	14.02920146	9	PRP5	298.9021333	300.9136579	305.9310766	0.41053887	306.3416154	-1
314.0509316	14.02773662	1	PRP4	314.0509316	316.0610363	321.0783575	0.442194011	321.5205515	-1
329.2045727	14.02187877	11	PRP3	329.2045727	331.2153003	336.2259583	0.424890944	336.6508492	1
344.3409018	14.01550526	8	PRP1	344.3409018	346.3476061	351.3561063	0.406935257	351.7630415	-1
359.4692753	14.02883023	2	PRP6	359.4692753	361.481601	366.4978101	0.42029271	366.9181028	-1
375.6257087	14.02280483	9	PRP2	375.6257087	377.6336718	382.648349	0.413356047	383.0617051	-1
390.7669534	14.03030729	11	PRP5	390.7669534	392.7806314	397.7970279	0.360324116	398.157352	1
406.9210558	14.02330761	1	PRP1	406.9210558	408.9276122	413.9440527	0.399675478	414.3437282	-1
422.0667085	14.02592161	4	PRP4	422.0667085	424.0757921	429.0923418	0.347343082	429.4396849	-1
437.2064615	14.01691856	11	PRP2	437.2064615	439.2130859	444.2231024	0.459654362	444.6827568	1
454.3477733	14.0221663	2	computer	454.3477733	456.3628675	461.3696691	0.63465526	462.0043244	-1
470.4876936	14.02594633	4	computer	470.4876936	472.495953	477.5135446	0.337210738	477.8507553	-1
485.6336695	14.03000938	11	computer	485.6336695	487.6456491	492.6633618	0.593088819	493.2564507	1
502.7816211	14.02900429	10	PRP2	502.7816211	504.793951	509.8102828	0.367003215	510.177286	1
517.9322957	14.02613187	11	computer	517.9322957	519.942273	524.9581391	0.475417144	525.4335562	1
535.0821363	14.01421806	4	PPR6	535.0821363	537.0874219	542.0961341	0.275833736	542.3719678	-1
552.3300864	14.03234099	1	PRP3	552.3300864	554.3455454	559.362301	0.253507109	559.6158081	-1
567.4807917	14.03115332	1	PRP6	567.4807917	569.4954813	574.511726	0.291809974	574.803536	-1
