onset	duration	trial_type	rating	response_time	database	identifier
6.248	6.016	vp	n/a	n/a	iaps	4652
21.144	6.016	vp	4	1.464	iaps	4623
32.446	6.011	vp	1	2.320	iaps	5811
48.540	6.007	dn	2	2.941	iaps	2715
61.620	6.010	dn	2	1.852	iaps	6370
74.713	6.004	dn	n/a	n/a	iaps	3300
90.796	6.016	ip	2	2.557	iaps	7400
103.496	6.016	ip	n/a	n/a	iaps	2341
116.994	6.016	ip	2	2.411	iaps	5450
133.091	6.015	vn	2	1.834	iaps	6210
145.872	6.007	vn	2	2.645	iaps	9470
159.236	6.009	vn	1	2.103	iaps	2753
175.328	6.016	dp	n/a	n/a	iaps	4659
189.328	6.016	dp	1	2.132	iaps	8080
201.528	6.016	dp	2	1.942	iaps	5660
217.626	6.015	in	n/a	n/a	iaps	6311
231.124	6.015	in	n/a	n/a	iaps	9265
243.794	6.009	in	n/a	n/a	iaps	7361
259.860	6.008	vt	1	1.432	iaps	7175
272.927	6.004	vt	1	2.013	iaps	6150
286.010	6.016	vt	1	1.035	iaps	7004
302.110	6.016	dn	n/a	n/a	iaps	9520
316.708	6.015	dn	2	3.894	iaps	9500
328.306	6.015	dn	2	2.509	iaps	9600
344.392	6.010	ip	2	2.849	iaps	4614
358.259	6.007	ip	2	1.884	iaps	2346
370.525	6.006	ip	3	1.535	iaps	8185
386.596	6.013	vn	n/a	n/a	iaps	6260
400.392	6.016	vn	4	1.635	iaps	2692
412.791	6.016	vn	2	3.155	iaps	9415
428.887	6.016	dp	2	2.483	iaps	1620
443.769	6.006	dp	n/a	n/a	iaps	7270
455.033	6.008	dp	2	1.966	iaps	2331
471.097	6.011	vt	1	3.620	iaps	2381
483.961	6.014	vt	2	2.090	iaps	2890
497.257	6.016	vt	2	1.441	iaps	2493
513.356	6.016	in	4	1.103	iaps	9452
527.739	6.012	in	3	1.843	iaps	6244
539.506	6.011	in	4	1.470	iaps	6315
555.573	6.008	vp	n/a	n/a	iaps	8350
569.940	6.005	vp	1	2.967	iaps	8400
581.723	6.016	vp	1	1.140	iaps	5260
