trial	response	correct_response	accuracy	reaction_time
1	j	j	1	1335
2	n/a	l	0	n/a
3	j	j	1	1481
4	n/a	k	0	n/a
5	l	k	0	1396
6	j	l	0	1096
7	k	k	1	1379
8	l	l	1	1776
9	j	l	0	1105
10	k	k	1	1560
11	j	j	1	1085
12	k	k	1	1691
13	k	k	1	1048
14	j	j	1	956
15	n/a	j	0	n/a
16	n/a	k	0	n/a
17	j	j	1	1225
18	n/a	l	0	n/a
19	n/a	k	0	n/a
20	j	j	1	1291
