trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	13	1	1	630
2	go	4	4	1	1	413
3	go	1	16	1	1	380
4	go	1	4	1	1	398
5	go	5	10	1	1	365
6	go	1	16	1	1	381
7	go	8	13	1	1	377
8	go	6	10	1	1	358
9	go	5	7	1	1	351
10	go	7	10	1	1	329
11	go	7	16	1	1	315
12	go	9	7	1	1	305
13	go	2	16	1	1	354
14	nogo	3	7	0	1	n/a
15	go	8	10	1	1	318
16	go	5	7	1	1	384
17	go	5	10	1	1	376
18	go	6	7	1	1	378
19	go	1	16	1	1	361
20	go	8	7	1	1	382
21	go	9	7	1	1	323
22	go	8	4	1	1	406
23	go	2	16	1	1	455
24	go	7	7	1	1	369
25	go	6	7	1	1	373
26	go	4	10	1	1	330
27	go	8	13	1	1	324
28	go	6	13	1	1	325
29	go	8	13	1	1	307
30	go	2	7	1	1	368
31	go	9	16	1	1	383
32	go	8	7	1	1	366
33	go	9	4	1	1	368
34	go	5	16	1	1	407
35	go	2	13	1	1	379
36	go	4	7	1	1	368
37	nogo	3	4	0	1	n/a
38	go	5	4	1	1	393
39	go	5	10	1	1	385
40	go	6	10	1	1	335
41	nogo	3	4	1	0	417
42	go	2	7	1	1	363
43	go	7	7	1	1	316
44	go	5	16	1	1	303
45	go	7	13	1	1	302
46	go	8	16	1	1	360
47	go	2	7	1	1	343
48	go	7	10	1	1	378
49	go	4	4	1	1	384
50	go	1	7	1	1	363
51	nogo	3	4	0	1	n/a
52	go	7	16	1	1	384
53	go	4	13	1	1	400
54	go	6	7	1	1	380
55	go	4	4	1	1	386
56	go	8	7	1	1	405
57	go	8	10	1	1	400
58	go	4	10	1	1	396
59	go	1	16	1	1	388
60	go	9	16	1	1	404
61	go	9	13	1	1	385
62	go	4	16	1	1	418
63	go	8	10	1	1	427
64	go	2	10	1	1	397
65	go	2	10	1	1	439
66	go	8	16	1	1	404
67	go	7	13	1	1	397
68	nogo	3	4	0	1	n/a
69	go	4	7	1	1	331
70	go	7	7	1	1	378
71	go	1	4	1	1	407
72	go	4	7	1	1	388
73	nogo	3	16	1	0	368
74	go	5	13	1	1	318
75	go	9	13	1	1	354
76	go	8	13	1	1	356
77	go	4	4	1	1	406
78	go	7	10	1	1	376
79	go	4	16	1	1	319
80	go	1	7	1	1	384
81	go	2	4	1	1	395
82	go	6	13	1	1	387
83	go	6	16	1	1	356
84	go	4	16	1	1	344
85	go	6	10	1	1	431
86	go	6	16	1	1	321
87	go	9	13	1	1	350
88	go	9	7	1	1	341
89	go	7	13	1	1	374
90	go	6	10	1	1	351
91	go	4	13	1	1	333
92	go	1	4	1	1	582
93	go	7	7	1	1	309
94	nogo	3	4	1	0	339
95	nogo	3	7	1	0	313
96	go	9	10	1	1	425
97	go	8	10	1	1	442
98	go	2	16	1	1	458
99	go	7	13	1	1	405
100	go	6	13	1	1	447
101	go	6	4	1	1	481
102	go	1	13	1	1	339
103	go	9	4	1	1	347
104	go	9	13	1	1	396
105	nogo	3	10	0	1	n/a
106	go	1	13	1	1	364
107	go	4	10	1	1	407
108	go	1	7	1	1	450
109	go	1	4	1	1	408
110	go	2	10	1	1	458
111	nogo	3	16	1	0	349
112	go	6	13	1	1	302
113	go	8	13	1	1	356
114	go	5	4	1	1	372
115	go	9	4	1	1	433
116	nogo	3	16	0	1	n/a
117	go	9	4	1	1	409
118	go	5	16	1	1	392
119	go	5	10	1	1	413
120	go	4	10	1	1	388
121	go	2	7	1	1	417
122	go	6	4	1	1	421
123	go	8	16	1	1	323
124	nogo	3	10	0	1	n/a
125	go	8	4	1	1	315
126	go	4	4	1	1	361
127	go	4	13	1	1	469
128	go	2	16	1	1	369
129	go	5	16	1	1	384
130	go	2	13	1	1	423
131	go	1	16	1	1	507
132	go	1	7	1	1	384
133	go	5	13	1	1	376
134	go	9	7	1	1	414
135	go	5	16	1	1	384
136	go	4	10	1	1	377
137	go	5	10	1	1	402
138	nogo	3	10	1	0	339
139	go	4	4	1	1	376
140	go	2	7	1	1	346
141	go	5	16	1	1	418
142	go	6	4	1	1	376
143	go	9	16	1	1	385
144	go	4	7	1	1	491
145	go	6	13	1	1	371
146	nogo	3	4	1	0	364
147	go	1	4	1	1	317
148	go	5	10	1	1	370
149	go	5	7	1	1	466
150	go	4	4	1	1	469
151	go	6	4	1	1	484
152	go	4	4	1	1	451
153	go	5	16	1	1	469
154	go	5	16	1	1	461
155	go	6	10	1	1	512
156	go	2	13	1	1	483
157	nogo	3	4	0	1	n/a
158	go	8	7	1	1	414
159	nogo	3	13	0	1	n/a
160	go	1	13	1	1	309
161	go	9	4	1	1	438
162	nogo	3	13	0	1	n/a
163	go	2	13	1	1	350
164	go	7	7	1	1	454
165	go	6	7	1	1	352
166	go	6	7	1	1	417
167	go	2	13	1	1	411
168	go	2	10	1	1	446
169	go	8	13	1	1	459
170	go	8	10	1	1	590
171	go	6	10	1	1	359
172	nogo	3	4	0	1	n/a
173	go	2	10	1	1	318
174	go	1	16	1	1	470
175	go	6	16	1	1	394
176	go	1	7	1	1	409
177	nogo	3	7	0	1	n/a
178	go	1	10	1	1	364
179	go	7	10	1	1	517
180	go	2	16	1	1	431
181	go	9	16	1	1	434
182	go	9	10	1	1	439
183	go	8	4	1	1	421
184	go	7	7	1	1	399
185	go	2	7	1	1	383
186	go	7	16	1	1	420
187	go	9	4	1	1	452
188	go	7	13	1	1	382
189	go	1	16	1	1	375
190	go	4	10	1	1	413
191	go	8	7	1	1	381
192	go	5	16	1	1	374
193	go	9	13	1	1	339
194	go	5	4	1	1	391
195	go	6	7	1	1	320
196	go	9	10	1	1	429
197	nogo	3	10	0	1	n/a
198	go	9	4	1	1	331
199	go	8	16	1	1	315
200	go	7	13	1	1	354
201	nogo	3	13	0	1	n/a
202	go	4	13	1	1	321
203	nogo	3	7	1	0	373
204	go	1	16	1	1	353
205	go	6	13	1	1	337
206	go	5	4	1	1	381
207	go	9	10	1	1	375
208	go	2	4	1	1	605
209	go	7	4	1	1	337
210	go	7	13	1	1	364
211	go	1	16	1	1	384
212	go	8	4	1	1	461
213	go	7	16	1	1	375
214	go	1	13	1	1	343
215	go	7	16	1	1	360
216	nogo	3	7	0	1	n/a
217	nogo	3	4	0	1	n/a
218	go	2	13	1	1	406
219	go	2	10	1	1	382
220	go	7	7	1	1	385
221	go	5	10	1	1	400
222	nogo	3	10	0	1	n/a
223	go	7	4	1	1	357
224	go	8	13	1	1	396
225	go	9	10	1	1	363
