trial	response	correct_response	accuracy	reaction_time
1	8	8	1	496
2	14	14	1	966
3	16	16	1	890
4	11	11	1	1020
5	6	6	1	750
6	10	10	1	895
7	13	13	1	1323
8	7	7	1	263
9	3	3	1	1052
10	7	7	1	1151
11	10	10	1	1384
12	11	11	1	1083
13	10	10	1	1007
14	8	8	1	627
15	14	14	1	612
16	15	15	1	1056
17	10	10	1	523
18	9	9	1	390
19	8	8	1	994
20	12	12	1	1237
21	13	13	1	1509
22	4	5	0	1130
23	9	9	1	362
24	11	11	1	1752
25	9	4	0	1419
26	7	7	1	718
27	14	14	1	975
28	12	13	0	1113
29	9	9	1	230
30	6	6	1	380
