trial	response	correct_response	accuracy	reaction_time
1	8	8	1	604
2	14	14	1	1450
3	16	16	1	2012
4	11	11	1	1157
5	6	6	1	517
6	10	10	1	1329
7	13	13	1	1080
8	7	7	1	807
9	3	3	1	577
10	7	7	1	938
11	10	10	1	1187
12	11	11	1	1056
13	10	10	1	914
14	8	8	1	453
15	14	14	1	1185
16	15	15	1	1353
17	10	10	1	1072
18	9	9	1	391
19	8	8	1	573
20	12	12	1	1453
21	13	13	1	944
22	5	5	1	295
23	9	9	1	1059
24	11	11	1	818
25	4	4	1	555
26	7	7	1	624
27	14	14	1	1253
28	13	13	1	994
29	9	9	1	748
30	6	6	1	650
