trial	response	correct_response	accuracy	reaction_time
1	k	k	1	1288
2	j	j	1	702
3	k	k	1	1151
4	k	k	1	690
5	k	k	1	1293
6	l	l	1	789
7	l	l	1	654
8	k	k	1	516
9	k	k	1	1236
10	j	j	1	816
11	k	k	1	1724
12	j	j	1	1571
13	k	j	0	690
14	l	l	1	691
15	l	j	0	1340
16	j	j	1	1147
17	j	j	1	734
18	k	k	1	1135
19	k	k	1	609
20	l	l	1	931
