onset	duration	trial_type	rating	response_time	database	identifier
6.233	6.013	vp	1	1.663	iaps	5201
21.129	6.017	vp	2	2.652	iaps	4660
32.429	6.015	vp	2	1.019	iaps	8190
48.527	6.014	dn	2	2.934	iaps	2730
61.629	6.011	dn	2	2.930	iaps	8485
74.704	6.008	dn	1	1.366	iaps	2751
90.769	6.010	ip	3	1.047	iaps	8300
103.433	6.012	ip	4	0.811	iaps	2304
116.928	6.017	ip	3	1.253	iaps	7470
133.027	6.016	vn	3	2.232	iaps	2900
145.825	6.016	vn	1	1.012	iaps	9290
159.211	6.010	vn	1	3.062	iaps	2750
175.277	6.009	dp	2	2.457	iaps	5629
189.244	6.005	dp	1	2.572	iaps	8461
201.427	6.016	dp	1	1.415	iaps	7501
217.527	6.016	in	4	0.876	iaps	6571
231.026	6.016	in	3	1.268	iaps	9046
243.724	6.015	in	3	1.258	iaps	9006
259.820	6.005	vt	1	0.920	iaps	7041
272.902	6.008	vt	n/a	n/a	iaps	7010
285.976	6.005	vt	1	1.780	iaps	7034
302.059	6.016	dn	2	1.071	iaps	9417
316.659	6.016	dn	2	1.823	iaps	9409
328.259	6.015	dn	2	1.727	iaps	9630
344.356	6.030	ip	3	1.295	iaps	4651
358.241	6.011	ip	4	1.201	iaps	4599
370.518	6.007	ip	4	1.017	iaps	8497
386.582	6.010	vn	3	1.240	iaps	3550
400.358	6.016	vn	3	1.646	iaps	2691
412.811	6.013	vn	3	1.594	iaps	9102
428.907	6.016	dp	2	3.007	iaps	1731
443.805	6.016	dp	2	1.521	iaps	8200
455.103	6.015	dp	1	1.530	iaps	2216
471.173	6.009	vt	2	1.316	iaps	2850
484.048	6.009	vt	1	0.873	iaps	7000
497.323	6.004	vt	1	0.946	iaps	5534
513.407	6.017	in	3	1.241	iaps	9160
527.806	6.016	in	4	1.124	iaps	3160
539.604	6.015	in	4	0.958	iaps	6838
555.701	6.004	vp	3	1.073	iaps	8502
570.066	6.007	vp	2	2.071	iaps	8540
581.855	6.008	vp	1	1.419	iaps	7220
