onset	duration	trial_type	rating	response_time	database	identifier
6.260	6.017	vp	1	0.891	iaps	1650
20.860	6.017	vp	1	0.521	iaps	1721
32.459	6.016	vp	1	0.693	iaps	8501
48.557	6.015	dn	1	0.757	iaps	9471
62.260	6.010	dn	1	0.681	iaps	9330
74.735	6.007	dn	2	0.656	iaps	6830
90.809	6.007	ip	n/a	n/a	iaps	2224
103.893	6.016	ip	4	0.936	iaps	8161
116.992	6.017	ip	2	1.165	iaps	7480
133.092	6.016	vt	1	0.780	iaps	7179
148.089	6.016	vt	1	0.986	iaps	2393
159.287	6.004	vt	1	1.150	iaps	2840
175.367	6.007	in	2	0.953	iaps	9341
190.141	6.007	in	n/a	n/a	iaps	9592
201.524	6.004	in	4	0.789	iaps	7380
217.608	6.016	dp	2	0.886	iaps	5621
231.408	6.015	dp	1	0.823	iaps	8170
243.805	6.016	dp	1	0.766	iaps	5480
259.902	6.004	vn	2	0.736	iaps	2710
273.874	6.008	vn	2	0.683	iaps	9611
286.040	6.007	vn	2	0.695	iaps	6555
302.126	6.013	dp	1	1.062	iaps	5594
316.022	6.017	dp	1	1.273	iaps	8186
328.322	6.016	dp	1	0.769	iaps	5460
344.420	6.015	vn	n/a	n/a	iaps	6834
357.105	6.012	vn	2	0.552	iaps	9007
370.582	6.007	vn	1	0.719	iaps	2700
386.656	6.007	ip	2	0.700	iaps	4180
399.622	6.004	ip	2	1.033	iaps	7580
412.805	6.016	ip	4	0.914	iaps	4622
428.904	6.017	vt	1	0.706	iaps	7080
442.403	6.015	vt	1	0.785	iaps	7233
455.101	6.015	vt	1	0.861	iaps	7705
471.180	6.007	dn	1	0.849	iaps	2688
483.954	6.008	dn	2	0.629	iaps	9430
497.320	6.005	dn	2	0.745	iaps	6831
513.404	6.016	vp	1	0.987	iaps	7280
528.103	6.016	vp	1	1.160	iaps	8193
539.602	6.015	vp	2	0.716	iaps	1510
555.699	6.016	in	4	0.764	iaps	3400
568.397	6.005	in	n/a	n/a	iaps	9342
581.861	6.007	in	n/a	n/a	iaps	9400
