trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	13	1	1	704
2	go	4	10	1	1	421
3	go	1	7	1	1	526
4	go	1	10	1	1	410
5	go	5	10	1	1	443
6	go	1	7	1	1	416
7	go	8	16	1	1	406
8	go	6	10	1	1	366
9	go	5	10	1	1	364
10	go	7	10	1	1	357
11	go	7	4	1	1	278
12	go	9	10	1	1	302
13	go	2	13	1	1	266
14	nogo	3	10	1	0	328
15	go	8	13	1	1	275
16	go	5	7	1	1	338
17	go	5	13	1	1	305
18	go	6	10	1	1	334
19	go	1	10	1	1	292
20	go	8	10	1	1	378
21	go	9	13	1	1	347
22	go	8	13	1	1	327
23	go	2	16	1	1	355
24	go	7	13	1	1	334
25	go	6	10	1	1	373
26	go	4	13	1	1	319
27	go	8	10	1	1	305
28	go	6	13	1	1	368
29	go	8	16	1	1	299
30	go	2	13	1	1	263
31	go	9	7	1	1	313
32	go	8	7	1	1	343
33	go	9	4	1	1	328
34	go	5	16	1	1	328
35	go	2	4	1	1	428
36	go	4	13	1	1	375
37	nogo	3	10	0	1	n/a
38	go	5	4	1	1	392
39	go	5	13	1	1	319
40	go	6	4	1	1	392
41	nogo	3	16	1	0	331
42	go	2	13	1	1	369
43	go	7	4	1	1	385
44	go	5	13	1	1	412
45	go	7	10	1	1	427
46	go	8	4	1	1	384
47	go	2	13	1	1	399
48	go	7	10	1	1	358
49	go	4	10	1	1	343
50	go	1	7	1	1	772
51	nogo	3	13	1	0	403
52	go	7	13	1	1	375
53	go	4	16	1	1	354
54	go	6	4	1	1	262
55	go	4	4	1	1	278
56	go	8	13	1	1	354
57	go	8	16	1	1	357
58	go	4	16	1	1	323
59	go	1	10	1	1	271
60	go	9	7	1	1	301
61	go	9	7	1	1	380
62	go	4	7	1	1	319
63	go	8	16	1	1	306
64	go	2	16	1	1	296
65	go	2	10	1	1	327
66	go	8	13	1	1	346
67	go	7	7	1	1	322
68	nogo	3	10	1	0	337
69	go	4	4	1	1	299
70	go	7	10	1	1	289
71	go	1	16	1	1	276
72	go	4	16	1	1	306
73	nogo	3	10	1	0	287
74	go	5	16	1	1	314
75	go	9	7	1	1	340
76	go	8	16	1	1	368
77	go	4	13	1	1	337
78	go	7	16	1	1	364
79	go	4	13	1	1	344
80	go	1	16	1	1	301
81	go	2	10	1	1	421
82	go	6	10	1	1	344
83	go	6	16	1	1	337
84	go	4	4	1	1	375
85	go	6	10	1	1	322
86	go	6	7	1	1	337
87	go	9	16	1	1	297
88	go	9	10	1	1	350
89	go	7	4	1	1	343
90	go	6	7	1	1	308
91	go	4	13	1	1	361
92	go	1	10	1	1	376
93	go	7	7	1	1	275
94	nogo	3	4	0	1	n/a
95	nogo	3	16	1	0	348
96	go	9	16	1	1	302
97	go	8	7	1	1	301
98	go	2	4	1	1	376
99	go	7	13	1	1	324
100	go	6	4	1	1	300
101	go	6	7	1	1	309
102	go	1	4	1	1	310
103	go	9	13	1	1	362
104	go	9	4	1	1	323
105	nogo	3	4	1	0	307
106	go	1	13	1	1	351
107	go	4	7	1	1	389
108	go	1	4	1	1	347
109	go	1	13	1	1	350
110	go	2	10	1	1	343
111	nogo	3	16	0	1	n/a
112	go	6	4	1	1	446
113	go	8	16	1	1	405
114	go	5	4	1	1	409
115	go	9	7	1	1	391
116	nogo	3	4	0	1	n/a
