Trial	Proposer_ID	Offer	Anger
1	PRP1	11	1
2	PRP2	10	1
3	PRP3	8	1
4	computer	9	1
5	PRP3	9	1
6	PRP4	4	2
7	PRP4	1	3
8	computer	11	1
9	computer	4	1
10	PRP5	11	1
11	computer	10	1
12	PRP6	1	4
13	computer	3	2
14	PRP6	3	3
15	PRP3	11	1
16	PRP5	10	1
17	PRP6	4	4
18	PRP4	2	3
19	PRP2	11	1
20	PRP5	9	1
21	PRP4	3	2
22	PRP1	4	2
23	computer	3	2
24	computer	10	1
25	PRP1	2	3
26	PRP2	1	2
27	computer	10	1
28	computer	2	4
29	computer	4	3
30	PRP5	8	1
31	computer	1	4
32	computer	8	1
33	PRP6	2	5
34	PRP1	9	1
35	PRP3	10	1
36	PRP2	4	1
