onset	duration	trial_type	rating	response_time	database	identifier
6.274	6.016	vp	2	3.329	iaps	4640
21.171	6.007	vp	3	1.713	iaps	4607
32.452	6.009	vp	3	1.888	iaps	7430
48.545	6.004	dn	1	1.120	iaps	2490
61.644	6.017	dn	2	2.017	iaps	9042
74.744	6.017	dn	1	1.316	iaps	6243
90.843	6.015	ip	3	2.207	iaps	8180
103.540	6.015	ip	4	1.357	iaps	2208
117.011	6.009	ip	4	1.465	iaps	5820
133.085	6.008	vn	2	1.657	iaps	6250
145.860	6.004	vn	2	1.453	iaps	9530
159.230	6.013	vn	2	1.039	iaps	4621
175.327	6.016	dp	3	2.969	iaps	4680
189.325	6.016	dp	2	2.244	iaps	8210
201.522	6.015	dp	2	1.048	iaps	7260
217.609	6.010	in	4	2.460	iaps	6821
231.076	6.007	in	3	2.445	iaps	9331
243.759	6.004	in	3	2.041	iaps	9320
259.841	6.017	vt	2	2.067	iaps	7950
272.942	6.017	vt	2	1.841	iaps	7050
286.041	6.015	vt	2	1.531	iaps	7090
302.138	6.015	dn	2	2.561	iaps	9621
316.724	6.010	dn	2	1.762	iaps	9620
328.291	6.008	dn	2	2.295	iaps	9830
344.363	6.030	ip	4	1.622	iaps	2345
358.274	6.016	ip	4	0.790	iaps	2310
370.573	6.017	ip	4	1.920	iaps	8341
386.673	6.014	vn	3	2.540	iaps	6550
400.470	6.016	vn	3	1.461	iaps	2053
412.840	6.010	vn	2	1.944	iaps	9432
428.914	6.009	dp	1	0.835	iaps	1463
443.779	6.011	dp	2	1.540	iaps	8090
455.072	6.017	dp	2	1.348	iaps	1722
471.173	6.016	vt	2	1.188	iaps	2214
484.072	6.015	vt	2	2.366	iaps	7035
497.370	6.015	vt	2	2.659	iaps	7020
513.466	6.005	in	4	2.079	iaps	9495
527.838	6.008	in	4	1.955	iaps	6510
539.604	6.007	in	3	2.349	iaps	9001
555.688	6.017	vp	2	3.019	iaps	8370
570.087	6.017	vp	2	1.808	iaps	8496
581.887	6.015	vp	2	3.691	iaps	5000
