trial	response	correct_response	accuracy	reaction_time
1	n/a	7	0	n/a
2	10	10	1	1673
3	9	9	1	1485
4	7	7	1	12
5	6	6	1	130
6	9	9	1	212
7	14	14	1	802
8	15	15	1	798
9	n/a	10	0	1924
10	8	8	1	975
11	16	16	1	2573
12	13	13	1	403
13	10	10	1	871
14	9	9	1	217
15	8	8	1	305
16	13	13	1	645
17	9	9	1	85
18	7	7	1	71
19	8	8	1	230
20	9	9	1	162
21	12	12	1	830
22	14	14	1	611
23	13	13	1	1053
24	9	9	1	389
25	7	7	1	57
26	8	8	1	194
27	10	10	1	608
28	12	12	1	725
29	11	11	1	664
30	8	8	1	167
