onset	duration	trial_type	rating	response_time	database	identifier
6.263	6.016	vp	2	2.235	iaps	5201
21.160	6.004	vp	2	1.137	iaps	4660
32.441	6.007	vp	1	0.950	iaps	8190
48.506	6.008	dn	3	2.805	iaps	2730
61.614	6.017	dn	2	1.452	iaps	8485
74.713	6.017	dn	1	1.667	iaps	2751
90.814	6.016	ip	3	0.967	iaps	8300
103.512	6.016	ip	3	2.054	iaps	2304
117.009	6.016	ip	2	1.818	iaps	7470
133.107	6.006	vn	3	2.160	iaps	2900
145.879	6.008	vn	3	1.525	iaps	9290
159.246	6.004	vn	2	1.014	iaps	2750
175.329	6.017	dp	2	1.418	iaps	5629
189.329	6.017	dp	1	1.001	iaps	8461
201.527	6.016	dp	1	1.228	iaps	7501
217.625	6.016	in	3	1.881	iaps	6571
231.111	6.010	in	3	1.191	iaps	9046
243.787	6.008	in	3	2.019	iaps	9006
259.861	6.004	vt	1	1.087	iaps	7041
272.944	6.016	vt	1	0.870	iaps	7010
286.044	6.016	vt	1	1.406	iaps	7034
302.143	6.015	dn	1	0.895	iaps	9417
316.740	6.016	dn	1	1.455	iaps	9409
328.321	6.006	dn	2	1.365	iaps	9630
344.386	6.010	ip	3	1.114	iaps	4651
358.260	6.006	ip	2	1.002	iaps	4599
370.531	6.012	ip	4	0.992	iaps	8497
386.626	6.017	vn	3	1.516	iaps	3550
400.425	6.015	vn	3	1.094	iaps	2691
412.811	6.011	vn	4	1.085	iaps	9102
428.904	6.005	dp	2	1.003	iaps	1731
443.775	6.009	dp	1	0.984	iaps	8200
455.042	6.005	dp	1	1.482	iaps	2216
471.126	6.016	vt	3	1.281	iaps	2850
484.025	6.016	vt	1	0.901	iaps	7000
497.324	6.016	vt	1	0.971	iaps	5534
513.421	6.017	in	3	0.758	iaps	9160
527.819	6.004	in	3	1.494	iaps	3160
539.590	6.010	in	4	1.314	iaps	6838
555.657	6.005	vp	3	0.963	iaps	8502
570.028	6.012	vp	3	0.762	iaps	8540
581.841	6.016	vp	1	0.866	iaps	7220
