trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	16	1	1	657
2	go	4	16	1	1	537
3	go	1	10	1	1	526
4	go	1	4	1	1	463
5	go	5	4	1	1	416
6	go	1	4	1	1	481
7	go	8	16	1	1	384
8	go	6	4	1	1	365
9	go	5	4	1	1	364
10	go	7	13	1	1	372
11	go	7	13	1	1	489
12	go	9	13	1	1	311
13	go	2	16	1	1	326
14	nogo	3	10	1	0	256
15	go	8	16	1	1	401
16	go	5	7	1	1	451
17	go	5	10	1	1	354
18	go	6	13	1	1	345
19	go	1	7	1	1	326
20	go	8	4	1	1	294
21	go	9	7	1	1	305
22	go	8	16	1	1	198
23	go	2	4	1	1	53
24	go	7	10	1	1	205
25	go	6	10	1	1	339
26	go	4	4	1	1	345
27	go	8	16	1	1	599
28	go	6	10	1	1	411
29	go	8	16	1	1	262
30	go	2	7	1	1	396
31	go	9	13	1	1	338
32	go	8	16	1	1	287
33	go	9	16	1	1	336
34	go	5	10	1	1	330
35	go	2	13	1	1	639
36	go	4	13	1	1	373
37	nogo	3	4	1	0	264
38	go	5	16	1	1	352
39	go	5	10	1	1	226
40	go	6	10	1	1	32
41	nogo	3	13	0	1	n/a
42	go	2	16	1	1	960
43	go	7	4	1	1	703
44	go	5	16	1	1	584
45	go	7	4	1	1	550
46	go	8	13	1	1	383
47	go	2	4	1	1	330
48	go	7	7	1	1	300
49	go	4	7	1	1	349
50	go	1	10	1	1	408
51	nogo	3	13	1	0	378
52	go	7	4	1	1	497
53	go	4	16	1	1	468
54	go	6	4	1	1	380
55	go	4	10	1	1	361
56	go	8	13	1	1	432
57	go	8	16	1	1	401
58	go	4	7	1	1	380
59	go	1	10	1	1	350
60	go	9	7	1	1	390
61	go	9	4	1	1	495
62	go	4	10	1	1	557
63	go	8	7	1	1	411
64	go	2	16	1	1	421
65	go	2	10	1	1	609
66	go	8	10	1	1	508
67	go	7	7	1	1	529
68	nogo	3	16	1	0	972
69	go	4	4	1	1	941
70	go	7	16	1	1	777
71	go	1	7	1	1	634
72	go	4	4	1	1	577
73	nogo	3	13	1	0	872
74	go	5	7	1	1	757
75	go	9	7	1	1	660
76	go	8	13	1	1	562
77	go	4	4	1	1	461
78	go	7	10	1	1	418
79	go	4	10	1	1	354
80	go	1	4	1	1	353
81	go	2	4	1	1	328
82	go	6	7	1	1	354
83	go	6	10	1	1	341
84	go	4	13	1	1	405
85	go	6	7	1	1	371
86	go	6	13	1	1	363
87	go	9	10	1	1	346
88	go	9	7	1	1	371
89	go	7	4	1	1	432
90	go	6	16	1	1	502
91	go	4	13	1	1	534
92	go	1	7	1	1	478
93	go	7	7	1	1	356
94	nogo	3	4	1	0	371
95	nogo	3	10	1	0	352
96	go	9	13	1	1	440
97	go	8	16	1	1	634
98	go	2	13	1	1	537
99	go	7	7	1	1	371
100	go	6	16	1	1	306
101	go	6	10	1	1	214
102	go	1	13	1	1	112
103	go	9	13	1	1	1138
104	go	9	10	1	1	1089
105	nogo	3	13	0	1	n/a
106	go	1	16	1	1	32
107	go	4	10	1	1	19
108	go	1	13	0	0	n/a
109	go	1	10	1	1	274
110	go	2	13	1	1	98
111	nogo	3	4	1	0	323
112	go	6	16	1	1	468
113	go	8	10	1	1	651
114	go	5	10	1	1	727
115	go	9	7	1	1	674
116	nogo	3	16	1	0	915
117	go	9	10	1	1	793
118	go	5	13	1	1	696
119	go	5	10	1	1	615
120	go	4	4	1	1	524
121	go	2	7	1	1	835
122	go	6	4	1	1	598
123	go	8	4	1	1	540
124	nogo	3	13	1	0	831
125	go	8	16	1	1	689
126	go	4	16	1	1	524
127	go	4	16	1	1	485
128	go	2	13	1	1	689
129	go	5	7	1	1	468
130	go	2	16	1	1	485
131	go	1	7	1	1	407
132	go	1	13	1	1	377
133	go	5	7	1	1	369
134	go	9	4	1	1	352
135	go	5	7	1	1	388
136	go	4	10	1	1	405
137	go	5	4	1	1	457
138	nogo	3	10	1	0	799
139	go	4	16	1	1	702
140	go	2	7	1	1	539
141	go	5	4	1	1	551
142	go	6	7	1	1	520
143	go	9	16	1	1	513
144	go	4	10	1	1	687
145	go	6	7	1	1	693
146	nogo	3	13	1	0	854
147	go	1	16	1	1	799
148	go	5	16	1	1	696
149	go	5	16	1	1	491
150	go	4	7	1	1	439
151	go	6	7	1	1	475
152	go	4	13	1	1	560
153	go	5	13	1	1	527
