onset	duration	trial_type	rating	response_time	database	identifier
6.277	6.015	dp	3	2.373	iaps	4659
18.675	6.006	dp	3	1.910	iaps	8185
32.446	6.008	dp	2	1.280	iaps	5450
48.552	6.011	vn	2	1.610	iaps	9500
62.163	6.017	vn	1	1.318	iaps	6370
74.762	6.017	vn	1	0.907	iaps	6210
90.861	6.017	ip	4	1.411	iaps	5660
105.859	6.015	ip	4	1.913	iaps	4623
117.057	6.006	ip	2	1.705	iaps	5260
133.128	6.008	dn	2	2.256	iaps	2692
146.195	6.005	dn	4	1.706	iaps	7361
159.266	6.012	dn	3	1.525	iaps	6311
175.362	6.016	vt	1	1.431	iaps	7175
189.261	6.015	vt	1	0.876	iaps	2890
201.558	6.016	vt	1	1.012	iaps	7004
217.644	6.019	in	3	1.158	iaps	2715
230.327	6.009	in	4	1.224	iaps	9470
243.794	6.005	in	4	2.044	iaps	9415
259.860	6.017	vp	4	1.647	iaps	7400
274.261	6.016	vp	4	1.910	iaps	8400
286.061	6.014	vp	2	1.665	iaps	2346
302.140	6.016	dn	2	0.854	iaps	6315
314.938	6.004	dn	1	1.464	iaps	9520
328.301	6.008	dn	3	1.678	iaps	9265
344.376	6.006	vp	1	1.762	iaps	8350
357.946	6.012	vp	1	0.947	iaps	4614
370.525	6.017	vp	1	1.347	iaps	1620
386.608	6.016	in	3	0.714	iaps	9600
400.792	6.013	in	2	1.012	iaps	6260
412.775	6.011	in	3	0.867	iaps	2753
428.842	6.021	vt	2	1.839	iaps	2381
443.625	6.005	vt	2	0.928	iaps	2493
455.007	6.004	vt	1	0.972	iaps	6150
471.091	6.017	dp	n/a	n/a	iaps	7270
486.091	6.015	dp	3	1.629	iaps	4652
497.291	6.013	dp	2	1.657	iaps	2341
513.373	6.011	vn	1	1.808	iaps	9452
527.039	6.009	vn	2	1.352	iaps	3300
539.507	6.006	vn	1	1.731	iaps	6244
555.578	6.011	ip	2	1.879	iaps	2331
568.056	6.019	ip	3	1.148	iaps	5811
581.739	6.016	ip	4	1.357	iaps	8080
