onset	duration	trial_type	rating	response_time	database	identifier
6.264	6.016	vp	2	2.735	iaps	4652
21.163	6.014	vp	1	2.160	iaps	4623
32.460	6.015	vp	1	1.451	iaps	5811
48.558	6.006	dn	1	1.597	iaps	2715
61.647	6.007	dn	2	2.071	iaps	6370
74.730	6.005	dn	1	2.144	iaps	3300
90.813	6.016	ip	2	1.813	iaps	7400
103.513	6.017	ip	3	2.076	iaps	2341
117.012	6.016	ip	2	2.241	iaps	5450
133.109	6.016	vn	2	3.446	iaps	6210
145.895	6.011	vn	2	1.112	iaps	9470
159.271	6.008	vn	1	1.528	iaps	2753
175.334	6.010	dp	1	2.897	iaps	4659
189.328	6.017	dp	1	1.092	iaps	8080
201.528	6.017	dp	1	0.969	iaps	5660
217.627	6.016	in	3	1.603	iaps	6311
231.125	6.016	in	4	1.557	iaps	9265
243.822	6.005	in	3	1.777	iaps	7361
259.886	6.008	vt	1	0.931	iaps	7175
272.961	6.005	vt	1	1.179	iaps	6150
286.044	6.016	vt	1	0.806	iaps	7004
302.144	6.016	dn	1	1.408	iaps	9520
316.743	6.015	dn	2	1.888	iaps	9500
328.341	6.015	dn	1	1.489	iaps	9600
344.426	6.010	ip	2	1.791	iaps	4614
358.292	6.008	ip	2	1.752	iaps	2346
370.566	6.009	ip	3	1.503	iaps	8185
386.630	6.012	vn	3	2.421	iaps	6260
400.426	6.016	vn	1	2.502	iaps	2692
412.826	6.015	vn	1	1.663	iaps	9415
428.923	6.016	dp	1	1.890	iaps	1620
443.807	6.011	dp	1	1.117	iaps	7270
455.084	6.008	dp	1	2.149	iaps	2331
471.149	6.009	vt	1	1.353	iaps	2381
484.012	6.013	vt	1	0.687	iaps	2890
497.308	6.016	vt	n/a	n/a	iaps	2493
513.407	6.015	in	3	1.373	iaps	9452
527.805	6.015	in	4	1.512	iaps	6244
539.603	6.004	in	4	1.465	iaps	6315
555.683	6.006	vp	2	1.651	iaps	8350
570.047	6.009	vp	1	1.108	iaps	8400
581.856	6.005	vp	2	1.689	iaps	5260
