trial	response	correct_response	accuracy	reaction_time
1	7	7	1	1889
2	10	10	1	1368
3	9	9	1	1045
4	7	7	1	647
5	6	6	1	889
6	9	9	1	821
7	15	14	0	1664
8	15	15	1	1652
9	7	10	0	1096
10	8	8	1	888
11	16	16	1	1805
12	11	13	0	926
13	10	10	1	1441
14	9	9	1	760
15	8	8	1	1214
16	13	13	1	1342
17	9	9	1	1024
18	7	7	1	940
19	8	8	1	943
20	9	9	1	850
21	12	12	1	1408
22	14	14	1	2233
23	13	13	1	1014
24	9	9	1	835
25	7	7	1	642
26	8	8	1	920
27	10	10	1	1367
28	12	12	1	1177
29	11	11	1	1076
30	8	8	1	606
