onset	duration	trial_type	rating	response_time	database	identifier
6.246	6.005	vp	1	2.268	iaps	4290
21.128	6.016	vp	3	3.221	iaps	2395
32.428	6.016	vp	3	1.330	iaps	5700
48.528	6.016	dn	2	1.799	iaps	2120
61.643	6.015	dn	3	1.837	iaps	6230
74.740	6.016	dn	2	1.462	iaps	2455
90.820	6.006	ip	3	1.322	iaps	8034
103.485	6.009	ip	3	1.456	iaps	2170
116.948	6.012	ip	2	2.248	iaps	4800
133.043	6.016	vn	3	1.743	iaps	2590
145.844	6.016	vn	3	1.910	iaps	9180
159.242	6.015	vn	3	1.370	iaps	2278
175.339	6.015	dp	2	1.546	iaps	4610
189.325	6.010	dp	2	2.364	iaps	8120
201.492	6.007	dp	2	1.568	iaps	5600
217.564	6.012	in	3	2.266	iaps	3220
231.046	6.013	in	3	3.236	iaps	6561
243.726	6.016	in	3	1.443	iaps	6300
259.824	6.015	vt	3	1.756	iaps	7187
272.921	6.015	vt	2	1.711	iaps	7009
286.008	6.009	vt	3	1.632	iaps	7161
302.075	6.007	dn	2	1.799	iaps	9561
316.658	6.016	dn	2	1.346	iaps	9420
328.257	6.017	dn	2	1.817	iaps	9920
344.358	6.036	ip	3	0.948	iaps	2391
358.273	6.015	ip	3	1.315	iaps	2209
370.570	6.016	ip	3	1.085	iaps	8178
386.656	6.009	vn	3	2.036	iaps	2981
400.423	6.008	vn	2	2.434	iaps	1274
412.810	6.013	vn	3	2.387	iaps	9041
428.906	6.016	dp	3	2.052	iaps	1500
443.806	6.017	dp	2	1.125	iaps	7350
455.105	6.015	dp	n/a	n/a	iaps	1540
471.202	6.015	vt	2	2.191	iaps	2190
484.083	6.007	vt	3	0.796	iaps	7002
497.347	6.009	vt	3	1.185	iaps	5740
513.411	6.011	in	2	2.749	iaps	9050
527.805	6.016	in	3	1.366	iaps	2683
539.605	6.017	in	3	2.081	iaps	6213
555.704	6.015	vp	n/a	n/a	iaps	8179
570.101	6.015	vp	2	1.690	iaps	8510
581.899	6.004	vp	2	1.832	iaps	4641
