onset	duration	trial_type	rating	response_time	database	identifier
6.279	6.016	dp	2	1.115	iaps	4626
18.679	6.013	dp	2	1.192	iaps	8490
32.475	6.015	dp	1	1.499	iaps	5270
48.572	6.007	vn	1	1.248	iaps	9340
62.152	6.010	vn	3	1.760	iaps	7359
74.744	6.004	vn	1	1.372	iaps	2276
90.861	6.017	ip	3	1.043	iaps	5623
105.861	6.015	ip	3	1.266	iaps	4603
117.059	6.016	ip	4	1.134	iaps	4670
133.156	6.008	dn	2	1.246	iaps	1111
146.227	6.008	dn	3	1.075	iaps	8230
159.294	6.007	dn	2	1.331	iaps	6312
175.377	6.016	vt	1	0.916	iaps	7491
189.261	6.016	vt	1	0.903	iaps	7170
201.572	6.004	vt	1	0.709	iaps	7235
217.657	6.016	in	4	0.876	iaps	1275
230.380	6.008	in	4	2.886	iaps	9280
243.859	6.010	in	3	0.986	iaps	9120
259.934	6.009	vp	2	0.896	iaps	8162
274.314	6.011	vp	1	0.933	iaps	8531
286.109	6.016	vp	2	0.820	iaps	2352
302.208	6.016	dn	1	1.543	iaps	6530
315.007	6.015	dn	4	1.102	iaps	9584
328.405	6.015	dn	1	0.908	iaps	9000
344.491	6.009	vp	2	0.831	iaps	8503
358.058	6.007	vp	1	1.640	iaps	2650
370.641	6.005	vp	2	2.287	iaps	1340
386.724	6.016	in	4	2.197	iaps	9622
400.924	6.016	in	3	1.899	iaps	6242
412.922	6.016	in	3	0.758	iaps	1525
429.006	6.012	vt	2	0.970	iaps	5510
443.790	6.009	vt	1	0.816	iaps	7006
455.157	6.007	vt	1	1.914	iaps	7185
471.240	6.016	dp	1	0.707	iaps	8030
486.223	6.017	dp	3	3.102	iaps	4608
497.422	6.017	dp	2	1.325	iaps	2311
513.521	6.015	vn	2	1.338	iaps	9250
527.205	6.012	vn	2	1.121	iaps	2141
539.688	6.010	vn	3	0.853	iaps	3061
555.754	6.008	ip	4	1.627	iaps	1999
568.222	6.005	ip	3	0.941	iaps	5779
581.905	6.016	ip	3	0.840	iaps	8380
