trial	response	correct_response	accuracy	reaction_time
1	8	8	1	221
2	14	14	1	1021
3	16	16	1	1253
4	11	11	1	796
5	6	6	1	675
6	10	10	1	905
7	13	13	1	596
8	7	7	1	277
9	3	3	1	588
10	7	7	1	557
11	10	10	1	1404
12	11	11	1	771
13	10	10	1	661
14	8	8	1	336
15	14	14	1	1048
16	15	15	1	1263
17	10	10	1	1304
18	9	9	1	384
19	8	8	1	547
20	12	12	1	607
21	13	13	1	646
22	5	5	1	842
23	9	9	1	287
24	11	11	1	1015
25	4	4	1	404
26	7	7	1	234
27	14	14	1	1122
28	213	13	0	1435
29	7	9	0	1518
30	6	6	1	134
