onset	duration	trial_type	rating	response_time	database	identifier
6.260	6.011	vp	2	1.590	iaps	5201
21.153	6.007	vp	3	1.970	iaps	4660
32.418	6.009	vp	1	0.953	iaps	8190
48.493	6.004	dn	2	2.564	iaps	2730
61.594	6.016	dn	1	1.110	iaps	8485
74.693	6.016	dn	1	1.073	iaps	2751
90.791	6.015	ip	3	1.636	iaps	8300
103.489	6.015	ip	3	1.155	iaps	2304
116.986	6.007	ip	3	1.223	iaps	7470
133.058	6.008	vn	3	1.128	iaps	2900
145.831	6.011	vn	4	1.100	iaps	9290
159.212	6.014	vn	2	0.925	iaps	2750
175.308	6.016	dp	1	0.792	iaps	5629
189.307	6.015	dp	1	1.667	iaps	8461
201.504	6.015	dp	1	1.190	iaps	7501
217.591	6.009	in	4	1.113	iaps	6571
231.074	6.008	in	3	1.634	iaps	9046
243.746	6.011	in	4	1.299	iaps	9006
259.841	6.016	vt	1	1.028	iaps	7041
272.941	6.015	vt	1	1.249	iaps	7010
286.040	6.015	vt	1	1.185	iaps	7034
302.136	6.015	dn	2	1.016	iaps	9417
316.734	6.006	dn	2	1.071	iaps	9409
328.298	6.008	dn	1	1.515	iaps	9630
344.362	6.011	ip	4	1.241	iaps	4651
358.256	6.017	ip	3	1.541	iaps	4599
370.556	6.016	ip	3	1.839	iaps	8497
386.655	6.015	vn	4	1.085	iaps	3550
400.452	6.015	vn	2	1.093	iaps	2691
412.838	6.011	vn	4	1.094	iaps	9102
428.913	6.009	dp	1	1.029	iaps	1731
443.794	6.011	dp	1	1.179	iaps	8200
455.076	6.012	dp	2	1.107	iaps	2216
471.172	6.016	vt	1	1.124	iaps	2850
484.071	6.015	vt	1	1.245	iaps	7000
497.368	6.015	vt	2	1.419	iaps	5534
513.454	6.010	in	3	1.243	iaps	9160
527.820	6.008	in	4	1.165	iaps	3160
539.586	6.007	in	4	0.970	iaps	6838
555.657	6.012	vp	2	1.067	iaps	8502
570.053	6.016	vp	3	0.887	iaps	8540
581.853	6.015	vp	3	1.152	iaps	7220
