trial	response	correct_response	accuracy	reaction_time
1	j	j	1	738
2	l	l	1	1259
3	j	j	1	647
4	k	l	0	749
5	j	j	1	780
6	l	l	1	834
7	l	l	1	855
8	j	j	1	722
9	j	k	0	1052
10	l	l	1	1037
11	j	k	0	1162
12	j	j	1	644
13	l	l	1	1407
14	k	k	1	1520
15	l	k	0	1649
16	l	l	1	1791
17	j	j	1	1400
18	l	k	0	1263
19	j	l	0	1033
20	l	k	0	1268
