onset	duration	trial_type	rating	response_time	database	identifier
6.276	6.015	vp	3	3.036	iaps	5460
21.173	6.004	vp	3	1.131	iaps	4622
32.437	6.008	vp	3	1.028	iaps	7480
48.517	6.010	dn	2	1.022	iaps	2700
61.616	6.012	dn	2	1.408	iaps	9007
74.710	6.017	dn	3	1.291	iaps	3400
90.811	6.016	ip	4	1.476	iaps	8161
103.508	6.016	ip	3	1.556	iaps	1721
117.006	6.015	ip	4	1.227	iaps	5621
133.076	6.009	vn	4	2.134	iaps	6555
145.844	6.007	vn	2	1.032	iaps	9430
159.226	6.004	vn	3	1.935	iaps	2710
175.309	6.017	dp	2	1.399	iaps	5480
189.310	6.016	dp	2	1.243	iaps	8170
201.507	6.016	dp	1	1.076	iaps	7280
217.604	6.004	in	4	1.543	iaps	6834
231.085	6.007	in	3	2.025	iaps	9341
243.749	6.009	in	3	0.985	iaps	9330
259.842	6.016	vt	1	1.166	iaps	7705
272.925	6.016	vt	2	2.244	iaps	7179
286.024	6.017	vt	1	1.626	iaps	7233
302.123	6.015	dn	2	1.179	iaps	9592
316.720	6.015	dn	3	1.242	iaps	9471
328.306	6.010	dn	3	1.256	iaps	9611
344.408	6.016	ip	1	1.865	iaps	4180
358.279	6.011	ip	4	1.205	iaps	2224
370.574	6.016	ip	4	2.644	iaps	8186
386.673	6.017	vn	4	1.321	iaps	6831
400.472	6.016	vn	4	1.104	iaps	2688
412.869	6.015	vn	4	1.793	iaps	9342
428.966	6.007	dp	2	1.366	iaps	1510
443.830	6.009	dp	2	1.410	iaps	7580
455.105	6.005	dp	3	0.900	iaps	1650
471.189	6.016	vt	1	1.948	iaps	2393
484.089	6.016	vt	n/a	n/a	iaps	7080
497.388	6.016	vt	2	1.034	iaps	2840
513.484	6.015	in	4	1.361	iaps	9400
527.871	6.010	in	4	1.202	iaps	6830
539.638	6.007	in	3	0.916	iaps	7380
555.704	6.005	vp	4	2.173	iaps	8193
570.088	6.016	vp	1	2.249	iaps	8501
581.887	6.016	vp	3	1.025	iaps	5594
