trial	response	correct_response	accuracy	reaction_time
1	7	7	1	254
2	0	10	0	737
3	9	9	1	1063
4	7	7	1	1922
5	3	6	0	791
6	9	9	1	593
7	14	14	1	1073
8	15	15	1	1062
9	10	10	1	1067
10	8	8	1	618
11	10	16	0	1002
12	12	13	0	813
13	10	10	1	1373
14	7	9	0	1003
15	8	8	1	824
16	11	13	0	1023
17	9	9	1	907
18	7	7	1	768
19	8	8	1	1237
20	9	9	1	486
21	112	12	0	886
22	14	14	1	1177
23	13	13	1	791
24	9	9	1	548
25	7	7	1	447
26	8	8	1	389
27	10	10	1	804
28	12	12	1	1003
29	11	11	1	928
30	8	8	1	560
