onset	duration	trial_type	rating	response_time	database	identifier
6.251	6.012	vp	3	3.150	iaps	5460
21.146	6.016	vp	3	1.457	iaps	4622
32.446	6.016	vp	2	1.233	iaps	7480
48.544	6.015	dn	3	1.978	iaps	2700
61.645	6.012	dn	3	1.550	iaps	9007
74.738	6.007	dn	4	0.908	iaps	3400
90.802	6.010	ip	3	0.875	iaps	8161
103.478	6.004	ip	3	1.670	iaps	1721
116.961	6.017	ip	3	0.961	iaps	5621
133.062	6.016	vn	3	0.877	iaps	6555
145.859	6.016	vn	2	1.301	iaps	9430
159.257	6.015	vn	3	1.294	iaps	2710
175.344	6.009	dp	2	1.106	iaps	5480
189.311	6.007	dp	3	0.966	iaps	8170
201.482	6.011	dp	2	0.883	iaps	7280
217.577	6.016	in	3	0.877	iaps	6834
231.077	6.016	in	3	0.903	iaps	9341
243.776	6.015	in	3	0.836	iaps	9330
259.872	6.015	vt	1	0.947	iaps	7705
272.970	6.006	vt	1	0.862	iaps	7179
286.034	6.008	vt	1	0.808	iaps	7233
302.115	6.011	dn	2	0.825	iaps	9592
316.692	6.016	dn	3	0.734	iaps	9471
328.292	6.017	dn	4	1.692	iaps	9611
344.391	6.020	ip	3	1.414	iaps	4180
358.274	6.012	ip	3	0.718	iaps	2224
370.553	6.006	ip	3	0.840	iaps	8186
386.624	6.008	vn	3	0.849	iaps	6831
400.391	6.004	vn	3	0.861	iaps	2688
412.812	6.012	vn	3	0.839	iaps	9342
428.907	6.017	dp	3	1.240	iaps	1510
443.806	6.015	dp	2	0.862	iaps	7580
455.104	6.015	dp	3	0.834	iaps	1650
471.174	6.009	vt	1	1.174	iaps	2393
484.048	6.009	vt	1	0.796	iaps	7080
497.312	6.010	vt	1	0.892	iaps	2840
513.406	6.017	in	3	0.907	iaps	9400
527.806	6.016	in	3	0.944	iaps	6830
539.605	6.016	in	2	1.104	iaps	7380
555.703	6.015	vp	2	1.136	iaps	8193
570.100	6.006	vp	2	1.049	iaps	8501
581.863	6.008	vp	3	0.754	iaps	5594
