onset	duration	trial_type	rating	response_time	database	identifier
6.258	6.008	vp	2	2.757	iaps	4652
21.132	6.004	vp	2	1.379	iaps	4623
32.415	6.016	vp	3	2.469	iaps	5811
48.515	6.016	dn	1	1.490	iaps	2715
61.631	6.016	dn	1	1.855	iaps	6370
74.728	6.015	dn	2	1.164	iaps	3300
90.825	6.005	ip	2	1.719	iaps	7400
103.490	6.008	ip	3	1.724	iaps	2341
116.964	6.007	ip	3	1.490	iaps	5450
133.047	6.017	vn	3	1.490	iaps	6210
145.847	6.017	vn	2	1.109	iaps	9470
159.246	6.016	vn	1	1.421	iaps	2753
175.344	6.015	dp	2	1.145	iaps	4659
189.329	6.011	dp	1	3.806	iaps	8080
201.505	6.008	dp	1	1.066	iaps	5660
217.579	6.007	in	3	1.894	iaps	6311
231.062	6.016	in	3	1.387	iaps	9265
243.762	6.016	in	2	1.099	iaps	7361
259.863	6.015	vt	1	1.143	iaps	7175
272.960	6.015	vt	1	1.188	iaps	6150
286.058	6.014	vt	1	0.927	iaps	7004
302.128	6.009	dn	2	2.596	iaps	9520
316.701	6.010	dn	1	0.992	iaps	9500
328.265	6.012	dn	2	1.599	iaps	9600
344.361	6.036	ip	2	1.796	iaps	4614
358.278	6.015	ip	3	2.183	iaps	2346
370.576	6.014	ip	2	1.239	iaps	8185
386.660	6.011	vn	4	1.236	iaps	6260
400.437	6.006	vn	2	1.594	iaps	2692
412.812	6.014	vn	3	1.264	iaps	9415
428.881	6.011	dp	1	1.479	iaps	1620
443.760	6.016	dp	1	1.207	iaps	7270
455.059	6.016	dp	1	0.690	iaps	2331
471.157	6.015	vt	1	0.852	iaps	2381
484.042	6.012	vt	1	1.292	iaps	2890
497.325	6.010	vt	1	1.611	iaps	2493
513.392	6.007	in	3	1.505	iaps	9452
527.763	6.012	in	4	1.048	iaps	6244
539.558	6.016	in	4	0.988	iaps	6315
555.675	6.016	vp	1	1.195	iaps	8350
570.073	6.016	vp	2	1.595	iaps	8400
581.871	6.014	vp	1	1.316	iaps	5260
