trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	13	1	1	656
2	go	4	13	1	1	455
3	go	1	13	1	1	404
4	go	1	10	1	1	372
5	go	5	10	1	1	457
6	go	1	16	1	1	381
7	go	8	7	1	1	396
8	go	6	16	1	1	390
9	go	5	4	1	1	427
10	go	7	10	1	1	441
11	go	7	10	1	1	389
12	go	9	7	1	1	426
13	go	2	13	1	1	560
14	nogo	3	16	0	1	n/a
15	go	8	10	1	1	310
16	go	5	10	1	1	390
17	go	5	10	1	1	396
18	go	6	10	1	1	460
19	go	1	16	1	1	419
20	go	8	10	1	1	446
21	go	9	7	1	1	404
22	go	8	13	1	1	587
23	go	2	4	1	1	536
24	go	7	16	1	1	412
25	go	6	7	1	1	430
26	go	4	10	1	1	338
27	go	8	13	1	1	427
28	go	6	4	1	1	431
29	go	8	10	1	1	424
30	go	2	4	1	1	472
31	go	9	13	1	1	447
32	go	8	13	1	1	396
33	go	9	16	1	1	478
34	go	5	7	1	1	447
35	go	2	4	1	1	429
36	go	4	16	1	1	434
37	nogo	3	4	0	1	n/a
38	go	5	4	1	1	491
39	go	5	16	1	1	489
40	go	6	16	1	1	420
41	nogo	3	13	0	1	n/a
42	go	2	13	1	1	400
43	go	7	7	1	1	438
44	go	5	7	1	1	688
45	go	7	13	1	1	590
46	go	8	16	1	1	399
47	go	2	4	1	1	611
48	go	7	7	1	1	552
49	go	4	7	1	1	519
50	go	1	16	1	1	561
51	nogo	3	10	0	1	n/a
52	go	7	13	1	1	330
53	go	4	13	1	1	378
54	go	6	10	1	1	338
55	go	4	16	1	1	480
56	go	8	13	1	1	495
57	go	8	13	1	1	405
58	go	4	7	1	1	442
59	go	1	13	1	1	431
60	go	9	4	1	1	665
61	go	9	13	1	1	514
62	go	4	16	1	1	431
63	go	8	4	1	1	490
64	go	2	4	1	1	619
65	go	2	7	1	1	362
66	go	8	7	1	1	488
67	go	7	4	1	1	596
68	nogo	3	4	0	1	n/a
69	go	4	16	1	1	580
70	go	7	7	1	1	592
71	go	1	13	1	1	396
72	go	4	4	1	1	536
73	nogo	3	13	0	1	n/a
74	go	5	7	1	1	432
75	go	9	4	1	1	615
76	go	8	16	1	1	417
77	go	4	7	1	1	400
78	go	7	10	1	1	379
79	go	4	4	1	1	514
80	go	1	10	1	1	425
81	go	2	4	1	1	509
82	go	6	4	1	1	525
83	go	6	10	1	1	538
84	go	4	7	1	1	463
85	go	6	10	1	1	332
86	go	6	16	1	1	324
87	go	9	16	1	1	469
88	go	9	13	1	1	389
89	go	7	16	1	1	521
90	go	6	10	1	1	386
91	go	4	13	1	1	379
92	go	1	16	1	1	377
93	go	7	10	1	1	589
94	nogo	3	4	0	1	n/a
95	nogo	3	13	1	0	347
96	go	9	4	1	1	710
97	go	8	7	1	1	658
98	go	2	10	1	1	584
99	go	7	7	1	1	523
100	go	6	16	1	1	687
101	go	6	7	1	1	567
102	go	1	13	1	1	566
103	go	9	4	1	1	412
104	go	9	4	1	1	475
105	nogo	3	7	0	1	n/a
106	go	1	10	1	1	526
107	go	4	10	1	1	473
108	go	1	13	1	1	410
109	go	1	10	1	1	344
110	go	2	7	1	1	377
111	nogo	3	4	0	1	n/a
112	go	6	13	1	1	503
113	go	8	16	1	1	523
114	go	5	4	1	1	589
115	go	9	16	1	1	805
116	nogo	3	7	0	1	n/a
117	go	9	7	1	1	748
118	go	5	16	1	1	715
119	go	5	7	1	1	529
120	go	4	4	1	1	634
121	go	2	7	1	1	649
122	go	6	13	1	1	393
123	go	8	10	1	1	410
124	nogo	3	4	0	1	n/a
125	go	8	13	1	1	670
126	go	4	13	1	1	502
127	go	4	13	1	1	684
128	go	2	7	1	1	742
129	go	5	4	1	1	607
130	go	2	16	1	1	465
131	go	1	10	1	1	503
132	go	1	10	1	1	519
133	go	5	16	1	1	483
134	go	9	10	1	1	587
135	go	5	13	1	1	481
136	go	4	10	1	1	550
137	go	5	16	1	1	399
138	nogo	3	16	1	0	331
139	go	4	4	0	0	n/a
140	go	2	10	1	1	321
141	go	5	13	1	1	689
142	go	6	10	1	1	522
143	go	9	7	1	1	527
144	go	4	16	1	1	461
145	go	6	10	1	1	633
146	nogo	3	10	0	1	n/a
147	go	1	4	1	1	540
148	go	5	16	1	1	607
149	go	5	7	1	1	755
150	go	4	16	1	1	563
151	go	6	10	1	1	605
152	go	4	7	1	1	486
153	go	5	10	1	1	658
154	go	5	4	1	1	472
155	go	6	13	1	1	491
156	go	2	16	1	1	642
157	nogo	3	16	0	1	n/a
158	go	8	7	1	1	600
159	nogo	3	4	0	1	n/a
160	go	1	7	1	1	442
161	go	9	10	1	1	611
162	nogo	3	4	0	1	n/a
163	go	2	4	1	1	651
164	go	7	4	1	1	644
165	go	6	16	1	1	613
166	go	6	7	1	1	471
167	go	2	4	1	1	778
168	go	2	13	1	1	516
169	go	8	10	1	1	673
170	go	8	7	1	1	599
171	go	6	16	1	1	704
172	nogo	3	10	0	1	n/a
173	go	2	4	1	1	605
174	go	1	10	1	1	445
175	go	6	4	1	1	535
176	go	1	10	1	1	572
177	nogo	3	7	0	1	n/a
178	go	1	16	1	1	400
179	go	7	4	1	1	571
180	go	2	7	1	1	678
181	go	9	16	1	1	691
182	go	9	13	1	1	518
183	go	8	13	1	1	609
184	go	7	7	0	0	n/a
185	go	2	10	1	1	420
186	go	7	10	1	1	333
187	go	9	7	1	1	426
188	go	7	16	1	1	405
189	go	1	4	1	1	508
190	go	4	16	1	1	520
191	go	8	10	1	1	589
192	go	5	16	1	1	436
193	go	9	13	1	1	351
194	go	5	13	1	1	515
195	go	6	7	1	1	582
196	go	9	7	1	1	449
197	nogo	3	10	1	0	493
198	go	9	4	1	1	852
199	go	8	13	0	0	n/a
200	go	7	16	1	1	410
201	nogo	3	16	1	0	339
202	go	4	13	1	1	602
203	nogo	3	13	0	1	n/a
204	go	1	16	1	1	460
205	go	6	7	1	1	410
206	go	5	16	1	1	696
207	go	9	13	1	1	621
208	go	2	4	1	1	635
209	go	7	7	1	1	493
210	go	7	13	1	1	666
211	go	1	7	1	1	563
212	go	8	13	1	1	701
213	go	7	16	1	1	583
214	go	1	4	1	1	754
215	go	7	16	1	1	540
216	nogo	3	10	0	1	n/a
217	nogo	3	13	0	1	n/a
218	go	2	10	1	1	479
219	go	2	7	1	1	616
220	go	7	13	1	1	722
221	go	5	4	1	1	738
222	nogo	3	7	0	1	n/a
223	go	7	4	1	1	684
224	go	8	7	1	1	608
225	go	9	4	1	1	691
