onset	duration	trial_type	rating	response_time	database	identifier
6.259	6.009	vp	2	2.067	iaps	5460
21.133	6.009	vp	4	1.828	iaps	4622
32.426	6.004	vp	4	1.073	iaps	7480
48.509	6.016	dn	1	2.748	iaps	2700
61.625	6.017	dn	3	0.689	iaps	9007
74.725	6.016	dn	4	2.357	iaps	3400
90.821	6.016	ip	2	1.679	iaps	8161
103.519	6.006	ip	4	1.027	iaps	1721
116.991	6.009	ip	3	0.651	iaps	5621
133.064	6.011	vn	3	2.643	iaps	6555
145.858	6.016	vn	2	1.276	iaps	9430
159.258	6.017	vn	4	1.067	iaps	2710
175.356	6.016	dp	2	0.820	iaps	5480
189.354	6.016	dp	3	2.293	iaps	8170
201.581	6.009	dp	2	0.644	iaps	7280
217.648	6.009	in	4	0.831	iaps	6834
231.124	6.005	in	4	0.806	iaps	9341
243.807	6.016	in	4	0.877	iaps	9330
259.906	6.017	vt	1	0.881	iaps	7705
273.006	6.015	vt	1	0.985	iaps	7179
286.103	6.016	vt	1	1.405	iaps	7233
302.200	6.006	dn	2	1.436	iaps	9592
316.796	6.009	dn	3	1.460	iaps	9471
328.362	6.010	dn	4	0.819	iaps	9611
344.456	6.016	ip	3	0.768	iaps	4180
358.355	6.017	ip	4	0.790	iaps	2224
370.655	6.015	ip	3	1.107	iaps	8186
386.751	6.017	vn	4	2.118	iaps	6831
400.549	6.005	vn	4	0.788	iaps	2688
412.914	6.007	vn	4	0.651	iaps	9342
428.987	6.006	dp	2	1.507	iaps	1510
443.857	6.013	dp	2	0.974	iaps	7580
455.154	6.016	dp	3	0.727	iaps	1650
471.253	6.016	vt	1	0.718	iaps	2393
484.150	6.016	vt	1	1.041	iaps	7080
497.448	6.005	vt	4	0.884	iaps	2840
513.519	6.008	in	4	0.883	iaps	9400
527.893	6.009	in	4	0.825	iaps	6830
539.657	6.012	in	4	0.833	iaps	7380
555.752	6.016	vp	2	1.142	iaps	8193
570.152	6.016	vp	1	0.876	iaps	8501
581.950	6.034	vp	3	0.754	iaps	5594
