onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
2.068376889	14.12668571	9	PRP1	2.068376889	4.176056502	9.193683463	1.400788381	10.59447184	1
19.37823613	14.0293059	8	computer	19.37823613	21.39140349	26.40723965	1.195621842	27.6028615	1
35.52954688	14.02500016	9	PRP2	35.52954688	37.53698914	42.55422187	1.161846185	43.71606806	1
50.6787129	14.01333974	3	computer	50.6787129	52.68449046	57.69185005	3.762615356	61.4544654	1
65.82991057	14.01949817	2	computer	65.82991057	67.84105217	72.84885275	0.850279647	73.69913239	1
80.97862227	14.02909577	10	computer	80.97862227	82.99123615	88.0074957	0.815679624	88.82317532	1
97.12831841	14.02962561	1	computer	97.12831841	99.14081298	104.157679	0.643075129	104.8007542	1
112.277249	14.03004299	1	PRP2	112.277249	114.2902977	119.3069835	1.098567527	120.4055511	1
130.4112499	14.02672382	3	computer	130.4112499	132.4199099	137.4377321	0.907410711	138.3451428	1
145.5595378	14.02496278	4	PRP1	145.5595378	147.5675287	152.5842162	0.797868654	153.3820849	1
160.6928925	14.02213689	4	computer	160.6928925	162.704429	167.7147697	1.700954617	169.4157243	1
177.831232	14.02586928	8	PRP3	177.831232	179.8392823	184.8568461	0.62462677	185.4814729	1
193.9769001	14.0293216	1	computer	193.9769001	195.9889684	201.0059366	0.914591633	201.9205282	1
210.1251954	14.03148021	9	computer	210.1251954	212.1395358	217.1563964	0.806076481	217.9624729	1
227.2764061	14.02735276	11	computer	227.2764061	229.287259	234.3035076	0.844058671	235.1475662	1
242.4077679	14.01436532	2	computer	242.4077679	244.4165408	249.4218887	1.073708805	250.4955976	1
257.5305157	14.01702244	2	PRP3	257.5305157	259.538722	264.5472865	0.863721254	265.4110078	1
274.6593431	14.01835023	8	computer	274.6593431	276.6706668	281.677386	1.153044927	282.8304309	1
289.7951909	14.02706627	1	PRP4	289.7951909	291.8042847	296.8219245	0.976498392	297.7984229	1
304.9291541	14.02610644	2	PRP3	304.9291541	306.9372959	311.9550264	1.254530265	313.2095567	1
320.0636274	14.02275483	8	PRP5	320.0636274	322.0696327	327.0861047	2.636339073	329.7224438	1
337.1911878	14.02598718	8	computer	337.1911878	339.2001476	344.2168947	2.847641182	347.0645359	1
355.324851	14.02184209	3	PRP6	355.324851	357.3376124	362.3462726	1.870704934	364.2169775	1
371.4567469	14.02048793	3	PRP4	371.4567469	373.4705544	378.4769314	1.858599673	380.335531	1
389.6071778	14.03018224	2	PRP5	389.6071778	391.6199243	396.6370417	0.973793289	397.610835	1
407.7439034	14.02634032	9	computer	407.7439034	409.7528389	414.7698404	0.883847103	415.6536875	1
422.8933233	14.02490001	8	PRP4	422.8933233	424.9013729	429.9179591	1.043818356	430.9617774	1
440.0391926	14.02550381	2	computer	440.0391926	442.0476498	447.064441	1.479826108	448.5442671	1
455.1717275	14.01459528	11	PRP2	455.1717275	457.1783033	462.1860781	0.932316348	463.1183944	1
471.2924188	14.01695609	10	computer	471.2924188	473.3024458	478.3091526	1.535504468	479.8446571	1
486.4236831	14.02934582	1	computer	486.4236831	488.4360332	493.4528187	1.26168057	494.7144993	1
501.5736968	14.02854167	1	PRP5	501.5736968	503.584673	508.6021247	1.104160378	509.706285	1
516.7263882	14.02454496	9	computer	516.7263882	518.7339453	523.7507286	1.007536736	524.7582653	1
533.8716777	14.02721171	10	PRP6	533.8716777	535.8811659	540.8986553	1.479190279	542.3778456	1
550.0091793	14.01867952	10	PRP6	550.0091793	552.0182299	557.0276308	1.719668982	558.7472998	1
567.1593735	14.01567758	9	PRP1	567.1593735	569.167539	574.1748384	1.036005463	575.2108439	1
