onset	duration	trial_type	rating	response_time	database	identifier
6.255	6.007	vp	3	2.529	iaps	4652
21.129	6.005	vp	3	2.261	iaps	4623
32.413	6.016	vp	1	2.199	iaps	5811
48.512	6.017	dn	1	1.312	iaps	2715
61.629	6.016	dn	2	2.499	iaps	6370
74.743	6.016	dn	2	1.410	iaps	3300
90.840	6.005	ip	3	2.130	iaps	7400
103.521	6.008	ip	4	2.086	iaps	2341
116.985	6.010	ip	3	2.134	iaps	5450
133.066	6.012	vn	4	2.215	iaps	6210
145.861	6.017	vn	4	1.333	iaps	9470
159.261	6.016	vn	1	1.302	iaps	2753
175.358	6.016	dp	2	2.044	iaps	4659
189.355	6.005	dp	2	3.221	iaps	8080
201.521	6.007	dp	1	1.508	iaps	5660
217.584	6.010	in	3	1.102	iaps	6311
231.077	6.016	in	4	1.835	iaps	9265
243.777	6.016	in	4	0.894	iaps	7361
259.876	6.016	vt	1	1.532	iaps	7175
272.974	6.015	vt	1	1.446	iaps	6150
286.071	6.004	vt	1	4.000	iaps	7004
302.135	6.007	dn	1	1.217	iaps	9520
316.699	6.010	dn	1	1.906	iaps	9500
328.280	6.012	dn	1	1.584	iaps	9600
344.375	6.019	ip	3	2.385	iaps	4614
358.275	6.015	ip	3	1.257	iaps	2346
370.573	6.016	ip	4	2.094	iaps	8185
386.653	6.004	vn	3	2.020	iaps	6260
400.424	6.009	vn	1	1.215	iaps	2692
412.810	6.013	vn	2	1.208	iaps	9415
428.891	6.016	dp	1	2.231	iaps	1620
443.774	6.016	dp	1	2.905	iaps	7270
455.074	6.016	dp	1	0.886	iaps	2331
471.172	6.015	vt	2	1.377	iaps	2381
484.056	6.012	vt	2	1.415	iaps	2890
497.322	6.010	vt	1	1.429	iaps	2493
513.390	6.007	in	4	3.999	iaps	9452
527.761	6.011	in	4	1.101	iaps	6244
539.557	6.016	in	4	1.124	iaps	6315
555.672	6.016	vp	3	2.438	iaps	8350
570.070	6.016	vp	2	2.150	iaps	8400
581.868	6.005	vp	2	1.019	iaps	5260
