trial	response	correct_response	accuracy	reaction_time
1	k	k	1	1516
2	j	j	1	891
3	k	k	1	850
4	j	j	1	729
5	j	j	1	877
6	k	k	1	727
7	j	j	1	910
8	l	l	1	1012
9	k	k	1	799
10	l	l	1	779
11	j	j	1	887
12	j	k	0	1277
13	j	j	1	1219
14	l	l	1	1061
15	k	k	1	1251
16	j	j	1	942
17	j	j	1	924
18	k	k	1	818
19	j	j	1	890
20	k	k	1	932
