trial	response	correct_response	accuracy	reaction_time
1	7	7	1	716
2	10	10	1	958
3	9	9	1	358
4	7	7	1	236
5	6	6	1	124
6	9	9	1	373
7	14	14	1	668
8	15	15	1	936
9	7	10	0	234
10	8	8	1	507
11	16	16	1	1155
12	13	13	1	740
13	10	10	1	1022
14	9	9	1	403
15	8	8	1	605
16	16	13	0	1067
17	9	9	1	1476
18	7	7	1	1740
19	8	8	1	839
20	9	9	1	766
21	12	12	1	1815
22	14	14	1	1184
23	13	13	1	729
24	9	9	1	319
25	11	7	0	1463
26	8	8	1	943
27	12	10	0	568
28	12	12	1	631
29	11	11	1	876
30	8	8	1	497
