onset	duration	trial_type	rating	response_time	database	identifier
6.228	6.004	vp	2	1.192	iaps	4640
21.108	6.008	vp	2	0.742	iaps	4607
32.382	6.007	vp	3	1.624	iaps	7430
48.465	6.017	dn	2	0.967	iaps	2490
61.582	6.017	dn	3	1.636	iaps	9042
74.682	6.015	dn	1	0.782	iaps	6243
90.780	6.015	ip	4	0.732	iaps	8180
103.477	6.015	ip	3	1.148	iaps	2208
116.958	6.006	ip	4	0.819	iaps	5820
133.021	6.009	vn	1	1.589	iaps	6250
145.797	6.004	vn	1	1.553	iaps	9530
159.180	6.016	vn	1	1.138	iaps	4621
175.280	6.016	dp	2	1.383	iaps	4680
189.279	6.015	dp	2	1.068	iaps	8210
201.477	6.015	dp	2	1.530	iaps	7260
217.563	6.009	in	4	0.835	iaps	6821
231.029	6.008	in	4	1.056	iaps	9331
243.696	6.004	in	4	0.878	iaps	9320
259.779	6.017	vt	1	0.792	iaps	7950
272.879	6.016	vt	1	0.893	iaps	7050
285.977	6.015	vt	n/a	n/a	iaps	7090
302.075	6.015	dn	2	0.827	iaps	9621
316.662	6.009	dn	2	1.316	iaps	9620
328.229	6.007	dn	2	1.396	iaps	9830
344.311	6.004	ip	3	1.202	iaps	2345
358.195	6.016	ip	3	0.804	iaps	2310
370.494	6.016	ip	4	0.938	iaps	8341
386.593	6.015	vn	3	1.052	iaps	6550
400.390	6.016	vn	3	1.828	iaps	2053
412.801	6.009	vn	2	1.547	iaps	9432
428.868	6.009	dp	3	2.033	iaps	1463
443.748	6.011	dp	2	1.169	iaps	8090
455.043	6.016	dp	2	0.651	iaps	1722
471.143	6.016	vt	1	0.684	iaps	2214
484.042	6.016	vt	1	0.929	iaps	7035
497.326	6.012	vt	1	1.597	iaps	7020
513.409	6.010	in	4	1.640	iaps	9495
527.776	6.007	in	4	0.749	iaps	6510
539.559	6.005	in	4	1.971	iaps	9001
555.659	6.016	vp	3	1.752	iaps	8370
570.059	6.016	vp	2	1.226	iaps	8496
581.858	6.015	vp	3	1.331	iaps	5000
