onset	duration	trial_type	rating	response_time	database	identifier
6.264	6.015	dp	4	1.997	iaps	4626
18.661	6.017	dp	3	1.488	iaps	8490
32.458	6.005	dp	3	2.119	iaps	5270
48.539	6.008	vn	3	2.271	iaps	9340
62.119	6.011	vn	2	2.547	iaps	7359
74.714	6.017	vn	3	1.699	iaps	2276
90.813	6.016	ip	4	3.040	iaps	5623
105.812	6.015	ip	4	2.121	iaps	4603
117.010	6.016	ip	4	2.297	iaps	4670
133.107	6.006	dn	3	3.177	iaps	1111
146.172	6.008	dn	3	2.087	iaps	8230
159.245	6.005	dn	4	2.037	iaps	6312
175.329	6.016	vt	3	1.816	iaps	7491
189.229	6.016	vt	3	1.627	iaps	7170
201.529	6.015	vt	4	2.169	iaps	7235
217.625	6.016	in	2	1.862	iaps	1275
230.324	6.004	in	4	2.064	iaps	9280
243.794	6.009	in	4	2.157	iaps	9120
259.860	6.007	vp	3	2.448	iaps	8162
274.232	6.012	vp	3	2.352	iaps	8531
286.027	6.017	vp	2	1.955	iaps	2352
302.128	6.015	dn	4	2.184	iaps	6530
314.925	6.015	dn	4	1.345	iaps	9584
328.322	6.004	dn	3	2.760	iaps	9000
344.386	6.025	vp	4	3.035	iaps	8503
357.967	6.009	vp	3	2.846	iaps	2650
370.547	6.012	vp	3	1.610	iaps	1340
386.643	6.016	in	3	2.870	iaps	9622
400.842	6.016	in	2	2.278	iaps	6242
412.842	6.013	in	3	1.907	iaps	1525
428.924	6.012	vt	3	2.207	iaps	5510
443.701	6.007	vt	3	2.940	iaps	7006
455.074	6.008	vt	2	1.777	iaps	7185
471.158	6.004	dp	3	1.563	iaps	8030
486.141	6.017	dp	2	3.221	iaps	4608
497.341	6.015	dp	3	1.577	iaps	2311
513.438	6.016	vn	3	1.314	iaps	9250
527.123	6.012	vn	3	1.259	iaps	2141
539.590	6.010	vn	4	1.915	iaps	3061
555.681	6.010	ip	4	0.998	iaps	1999
568.145	6.012	ip	4	1.713	iaps	5779
581.857	6.016	ip	4	1.003	iaps	8380
