onset	duration	trial_type	rating	response_time	database	identifier
6.266	6.017	dp	1	1.161	iaps	4610
18.666	6.017	dp	1	1.216	iaps	8178
32.466	6.017	dp	2	0.880	iaps	4800
48.566	6.016	vn	3	1.782	iaps	9420
62.183	6.016	vn	2	1.701	iaps	6230
74.781	6.017	vn	2	1.421	iaps	2590
90.882	6.017	ip	1	3.403	iaps	5600
105.881	6.017	ip	3	0.762	iaps	2395
117.081	6.017	ip	n/a	n/a	iaps	4641
133.181	6.017	dn	2	1.245	iaps	1274
146.281	6.017	dn	3	3.633	iaps	6300
159.380	6.017	dn	2	1.806	iaps	3220
175.480	6.017	vt	1	2.332	iaps	7187
189.380	6.017	vt	1	1.509	iaps	7002
201.680	6.017	vt	2	2.181	iaps	7161
217.779	6.017	in	3	1.345	iaps	2120
230.479	6.017	in	2	2.158	iaps	9180
243.979	6.017	in	3	1.864	iaps	9041
260.080	6.017	vp	2	2.107	iaps	8034
274.479	6.016	vp	2	1.156	iaps	8510
286.279	6.017	vp	3	2.085	iaps	2209
302.378	6.017	dn	2	2.378	iaps	6213
315.178	6.018	dn	3	1.345	iaps	9561
328.579	6.017	dn	3	2.378	iaps	6561
344.679	6.017	vp	3	3.173	iaps	8179
358.278	6.016	vp	2	1.335	iaps	2391
370.877	6.017	vp	2	1.478	iaps	1500
386.978	6.016	in	3	2.307	iaps	9920
401.178	6.017	in	4	1.884	iaps	2981
413.177	6.017	in	3	1.394	iaps	2278
429.277	6.017	vt	2	1.480	iaps	2190
444.077	6.017	vt	1	2.847	iaps	5740
455.477	6.017	vt	n/a	n/a	iaps	7009
471.577	6.017	dp	1	0.721	iaps	7350
486.593	6.017	dp	3	2.144	iaps	4290
497.793	6.016	dp	2	1.228	iaps	2170
513.892	6.017	vn	3	1.870	iaps	9050
527.592	6.017	vn	3	2.660	iaps	2455
540.092	6.017	vn	3	2.479	iaps	2683
556.192	6.017	ip	1	1.579	iaps	1540
568.709	6.017	ip	2	1.489	iaps	5700
582.408	6.017	ip	2	1.115	iaps	8120
