trial	response	correct_response	accuracy	reaction_time
1	8	8	1	886
2	14	14	1	749
3	16	16	1	634
4	11	11	1	1534
5	6	6	1	857
6	10	10	1	860
7	7	13	0	861
8	7	7	1	724
9	3	3	1	934
10	7	7	1	443
11	10	10	1	952
12	11	11	1	852
13	10	10	1	1329
14	8	8	1	627
15	12	14	0	1057
16	15	15	1	807
17	10	10	1	775
18	9	9	1	354
19	8	8	1	1027
20	12	12	1	494
21	7	13	0	649
22	5	5	1	557
23	9	9	1	609
24	11	11	1	929
25	4	4	1	790
26	7	7	1	980
27	14	14	1	980
28	13	13	1	710
29	9	9	1	559
30	6	6	1	1258
