trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1637
2	k	k	1	1080
3	k	k	1	953
4	l	l	1	948
5	k	k	1	1208
6	l	l	1	1289
7	l	k	0	1285
8	j	j	1	1283
9	j	j	1	1125
10	k	k	1	1302
11	l	l	1	847
12	j	j	1	912
13	l	l	1	830
14	k	k	1	1041
15	n/a	l	0	n/a
16	k	k	1	1446
17	k	k	1	1264
18	j	j	1	1002
19	k	k	1	1055
20	l	l	1	1633
