onset	duration	trial_type	rating	response_time	database	identifier
6.238	6.009	vn	3	3.694	iaps	9830
19.914	6.004	vn	3	3.347	iaps	9621
32.397	6.016	vn	3	1.229	iaps	4621
48.496	6.016	dp	2	1.489	iaps	4640
63.611	6.016	dp	2	1.994	iaps	2310
74.709	6.016	dp	2	1.876	iaps	5000
90.778	6.010	vt	3	1.293	iaps	2214
103.046	6.006	vt	3	1.167	iaps	7950
116.911	6.005	vt	3	1.227	iaps	7050
132.982	6.013	in	3	1.400	iaps	6243
146.378	6.016	in	2	1.863	iaps	9331
159.177	6.015	in	3	1.087	iaps	2490
175.274	6.016	vp	3	0.818	iaps	8090
187.671	6.006	vp	3	0.567	iaps	8210
201.436	6.008	vp	3	0.878	iaps	7260
217.510	6.005	dn	2	1.445	iaps	6550
232.494	6.016	dn	2	1.314	iaps	9530
243.694	6.016	dn	2	0.756	iaps	6510
259.792	6.015	ip	2	1.707	iaps	4680
271.891	6.014	ip	2	0.729	iaps	4607
285.971	6.006	ip	2	1.634	iaps	7430
302.034	6.008	vn	3	0.789	iaps	9042
316.509	6.005	vn	3	0.894	iaps	9620
328.192	6.017	vn	3	0.723	iaps	9001
344.292	6.016	ip	3	1.290	iaps	1463
358.890	6.016	ip	2	2.524	iaps	2345
370.489	6.016	ip	2	1.726	iaps	8180
386.586	6.005	dn	2	1.199	iaps	6250
401.250	6.008	dn	2	1.102	iaps	9495
412.715	6.009	dn	2	3.106	iaps	9432
428.808	6.016	vp	2	1.625	iaps	8341
441.108	6.016	vp	2	1.122	iaps	8370
455.007	6.015	vp	3	1.508	iaps	8496
471.104	6.015	in	2	1.949	iaps	6821
484.389	6.011	in	2	1.075	iaps	9320
497.256	6.009	in	3	1.331	iaps	2053
513.323	6.005	dp	2	1.094	iaps	1722
526.207	6.016	dp	2	1.210	iaps	5820
539.506	6.017	dp	2	2.001	iaps	2208
555.606	6.019	vt	3	1.046	iaps	7020
570.103	6.015	vt	3	0.666	iaps	7090
581.789	6.011	vt	3	0.532	iaps	7035
