onset	duration	trial_type	rating	response_time	database	identifier
6.233	6.016	dp	3	2.020	iaps	4680
18.633	6.017	dp	2	2.536	iaps	8341
32.432	6.017	dp	2	2.997	iaps	5820
48.532	6.017	vn	2	0.752	iaps	9620
62.132	6.017	vn	2	3.010	iaps	9042
74.715	6.017	vn	4	3.021	iaps	6250
90.815	6.018	ip	3	2.735	iaps	7260
105.798	6.018	ip	4	2.365	iaps	4607
116.980	6.018	ip	3	1.685	iaps	5000
133.064	6.018	dn	3	0.984	iaps	2053
146.164	6.018	dn	3	2.799	iaps	9320
159.265	6.017	dn	4	3.718	iaps	6821
175.363	6.018	vt	1	1.132	iaps	7950
189.264	6.017	vt	1	0.893	iaps	7035
201.564	6.017	vt	1	1.283	iaps	7090
217.664	6.017	in	3	0.825	iaps	2490
230.363	6.017	in	3	2.662	iaps	9530
243.863	6.017	in	3	3.721	iaps	9432
259.963	6.017	vp	2	2.128	iaps	8180
274.363	6.016	vp	1	1.361	iaps	8496
286.163	6.017	vp	1	0.824	iaps	2310
302.262	6.018	dn	2	2.298	iaps	9001
315.062	6.017	dn	1	2.437	iaps	9621
328.462	6.018	dn	2	2.669	iaps	9331
344.562	6.017	vp	1	0.778	iaps	8370
358.162	6.016	vp	1	1.081	iaps	2345
370.761	6.017	vp	1	1.140	iaps	1463
386.861	6.018	in	4	3.753	iaps	9830
401.078	6.017	in	4	0.946	iaps	6550
413.078	6.017	in	4	1.504	iaps	4621
429.177	6.017	vt	1	0.783	iaps	2214
443.977	6.016	vt	1	0.683	iaps	7020
455.377	6.017	vt	1	0.884	iaps	7050
471.476	6.018	dp	2	1.991	iaps	8090
486.476	6.017	dp	1	1.120	iaps	4640
497.677	6.017	dp	2	3.746	iaps	2208
513.776	6.017	vn	1	0.978	iaps	9495
527.475	6.018	vn	1	3.077	iaps	6243
539.976	6.017	vn	1	1.125	iaps	6510
556.075	6.017	ip	3	0.908	iaps	1722
568.576	6.016	ip	3	3.437	iaps	7430
582.275	6.017	ip	4	2.742	iaps	8210
