trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	7	1	1	840
2	go	4	13	1	1	886
3	go	1	4	1	1	841
4	go	1	7	1	1	592
5	go	5	13	1	1	455
6	go	1	4	1	1	248
7	go	8	4	1	1	225
8	go	6	10	1	1	272
9	go	5	13	1	1	331
10	go	7	7	1	1	489
11	go	7	13	1	1	396
12	go	9	13	1	1	449
13	go	2	7	1	1	600
14	nogo	3	13	0	1	n/a
15	go	8	7	1	1	502
16	go	5	4	1	1	594
17	go	5	13	1	1	613
18	go	6	16	1	1	626
19	go	1	16	1	1	1043
20	go	8	7	0	0	n/a
21	go	9	16	1	1	478
22	go	8	7	0	0	n/a
23	go	2	13	1	1	252
24	go	7	13	1	1	658
25	go	6	4	1	1	795
26	go	4	16	1	1	541
27	go	8	10	1	1	499
28	go	6	7	1	1	494
29	go	8	4	1	1	537
30	go	2	10	1	1	536
31	go	9	7	1	1	528
32	go	8	16	1	1	482
33	go	9	16	1	1	688
34	go	5	16	1	1	546
35	go	2	7	1	1	566
36	go	4	10	1	1	500
37	nogo	3	4	1	0	476
38	go	5	4	0	0	n/a
39	go	5	4	1	1	1062
40	go	6	7	1	1	679
41	nogo	3	7	0	1	n/a
42	go	2	10	1	1	425
43	go	7	16	1	1	470
44	go	5	7	1	1	422
45	go	7	13	1	1	420
46	go	8	10	1	1	598
47	go	2	4	1	1	641
48	go	7	10	1	1	437
49	go	4	4	1	1	519
50	go	1	4	1	1	580
51	nogo	3	13	0	1	n/a
52	go	7	16	1	1	309
53	go	4	7	1	1	868
54	go	6	13	1	1	461
55	go	4	10	1	1	457
56	go	8	16	1	1	528
57	go	8	16	1	1	635
58	go	4	10	1	1	521
59	go	1	16	1	1	792
60	go	9	16	1	1	496
61	go	9	13	1	1	315
62	go	4	16	1	1	495
63	go	8	4	1	1	470
64	go	2	10	1	1	462
65	go	2	10	1	1	441
66	go	8	4	1	1	507
67	go	7	10	1	1	484
68	nogo	3	4	1	0	413
69	go	4	4	0	0	n/a
70	go	7	16	1	1	564
71	go	1	16	1	1	568
72	go	4	10	1	1	84
