trial	response	correct_response	accuracy	reaction_time
1	8	8	1	763
2	14	14	1	1085
3	16	16	1	1016
4	11	11	1	533
5	6	6	1	653
6	10	10	1	1247
7	13	13	1	481
8	7	7	1	673
9	3	3	1	265
10	7	7	1	271
11	10	10	1	794
12	11	11	1	671
13	10	10	1	1626
14	8	8	1	395
15	14	14	1	586
16	15	15	1	890
17	10	10	1	2294
18	9	9	1	677
19	12	8	0	1599
20	12	12	1	436
21	13	13	1	698
22	5	5	1	295
23	9	9	1	557
24	11	11	1	626
25	4	4	1	388
26	7	7	1	480
27	14	14	1	533
28	13	13	1	412
29	9	9	1	554
30	6	6	1	445
