trial	response	correct_response	accuracy	reaction_time
1	7	7	1	468
2	10	10	1	674
3	9	9	1	275
4	14	7	0	1222
5	6	6	1	424
6	n/a	9	0	n/a
7	14	14	1	1328
8	15	15	1	2208
9	10	10	1	1448
10	8	8	1	678
11	16	16	1	2448
12	13	13	1	1086
13	10	10	1	816
14	9	9	1	149
15	8	8	1	250
16	13	13	1	1082
17	9	9	1	80
18	n/a	7	0	n/a
19	n/a	8	0	n/a
20	9	9	1	321
21	12	12	1	1028
22	14	14	1	1403
23	13	13	1	1158
24	9	9	1	253
25	7	7	1	739
26	8	8	1	338
27	10	10	1	1182
28	12	12	1	1402
29	11	11	1	999
30	8	8	1	482
