trial	response	correct_response	accuracy	reaction_time
1	7	7	1	101
2	9	10	0	1335
3	9	9	1	365
4	7	7	1	659
5	n/a	6	0	n/a
6	7	9	0	1957
7	12	14	0	423
8	11	15	0	1303
9	10	10	1	682
10	n/a	8	0	n/a
11	10	16	0	1405
12	213	13	0	1357
13	n/a	10	0	n/a
14	9	9	1	207
15	11	8	0	939
16	13	13	1	1091
17	9	9	1	77
18	n/a	7	0	n/a
19	n/a	8	0	n/a
20	9	9	1	37
21	14	12	0	1259
22	n/a	14	0	n/a
23	13	13	1	880
24	9	9	1	158
25	7	7	1	37
26	8	8	1	450
27	12	10	0	747
28	12	12	1	1223
29	11	11	1	767
30	13	8	0	901
