onset	duration	trial_type	rating	response_time	database	identifier
6.268	6.008	vp	3	1.397	iaps	4640
21.143	6.005	vp	4	1.967	iaps	4607
32.426	6.017	vp	3	1.571	iaps	7430
48.525	6.017	dn	2	1.857	iaps	2490
61.643	6.015	dn	2	2.462	iaps	9042
74.740	6.015	dn	2	2.170	iaps	6243
90.837	6.004	ip	4	1.774	iaps	8180
103.518	6.007	ip	4	1.675	iaps	2208
116.992	6.005	ip	3	2.726	iaps	5820
133.075	6.016	vn	3	1.202	iaps	6250
145.874	6.017	vn	3	1.209	iaps	9530
159.274	6.016	vn	3	1.310	iaps	4621
175.371	6.016	dp	3	1.964	iaps	4680
189.369	6.004	dp	2	0.956	iaps	8210
201.541	6.009	dp	2	1.554	iaps	7260
217.624	6.005	in	3	1.303	iaps	6821
231.095	6.011	in	2	1.757	iaps	9331
243.790	6.017	in	4	1.069	iaps	9320
259.890	6.015	vt	1	1.148	iaps	7950
272.987	6.015	vt	1	1.122	iaps	7050
286.072	6.011	vt	2	1.399	iaps	7090
302.139	6.009	dn	2	1.941	iaps	9621
316.705	6.007	dn	2	1.162	iaps	9620
328.277	6.011	dn	1	1.650	iaps	9830
344.372	6.039	ip	3	1.121	iaps	2345
358.288	6.016	ip	3	1.243	iaps	2310
370.586	6.016	ip	4	2.539	iaps	8341
386.671	6.011	vn	4	1.663	iaps	6550
400.447	6.006	vn	3	2.338	iaps	2053
412.840	6.014	vn	3	1.706	iaps	9432
428.921	6.016	dp	2	1.525	iaps	1463
443.821	6.016	dp	2	0.826	iaps	8090
455.120	6.016	dp	1	0.969	iaps	1722
471.219	6.015	vt	1	0.796	iaps	2214
484.116	6.004	vt	1	0.862	iaps	7035
497.386	6.010	vt	1	1.005	iaps	7020
513.453	6.005	in	3	1.864	iaps	9495
527.836	6.016	in	3	1.456	iaps	6510
539.620	6.017	in	3	1.861	iaps	9001
555.719	6.016	vp	3	1.416	iaps	8370
570.117	6.015	vp	2	1.426	iaps	8496
581.915	6.015	vp	2	2.658	iaps	5000
