onset	duration	trial_type	rating	response_time	database	identifier
6.247	6.012	vp	3	2.874	iaps	5201
21.142	6.016	vp	3	3.378	iaps	4660
32.441	6.017	vp	4	0.929	iaps	8190
48.540	6.015	dn	2	2.135	iaps	2730
61.654	6.016	dn	2	2.119	iaps	8485
74.752	6.006	dn	1	2.175	iaps	2751
90.824	6.006	ip	4	2.038	iaps	8300
103.496	6.011	ip	2	1.820	iaps	2304
116.990	6.016	ip	3	1.883	iaps	7470
133.091	6.016	vn	2	2.019	iaps	2900
145.889	6.016	vn	2	1.596	iaps	9290
159.272	6.013	vn	1	1.234	iaps	2750
175.367	6.006	dp	3	3.201	iaps	5629
189.339	6.008	dp	2	1.205	iaps	8461
201.511	6.011	dp	2	2.338	iaps	7501
217.606	6.016	in	3	1.016	iaps	6571
231.105	6.016	in	3	1.617	iaps	9046
243.805	6.015	in	3	1.676	iaps	9006
259.901	6.016	vt	2	1.238	iaps	7041
272.999	6.007	vt	2	1.613	iaps	7010
286.064	6.008	vt	1	1.925	iaps	7034
302.138	6.006	dn	1	3.450	iaps	9417
316.721	6.016	dn	2	1.351	iaps	9409
328.321	6.016	dn	2	2.004	iaps	9630
344.420	6.018	ip	3	2.163	iaps	4651
358.303	6.013	ip	3	2.903	iaps	4599
370.598	6.006	ip	4	2.127	iaps	8497
386.670	6.008	vn	2	1.751	iaps	3550
400.454	6.005	vn	3	1.781	iaps	2691
412.839	6.013	vn	2	1.169	iaps	9102
428.937	6.017	dp	2	1.866	iaps	1731
443.835	6.016	dp	2	1.940	iaps	8200
455.133	6.016	dp	1	1.135	iaps	2216
471.230	6.006	vt	1	1.223	iaps	2850
484.102	6.008	vt	2	1.659	iaps	7000
497.369	6.006	vt	2	2.411	iaps	5534
513.452	6.016	in	3	1.946	iaps	9160
527.852	6.016	in	4	1.353	iaps	3160
539.651	6.015	in	4	1.063	iaps	6838
555.748	6.016	vp	2	2.134	iaps	8502
570.145	6.005	vp	2	1.297	iaps	8540
581.910	6.007	vp	2	1.722	iaps	7220
