onset	duration	trial_type	rating	response_time	database	identifier
6.251	6.013	vp	2	2.581	iaps	4640
21.148	6.017	vp	3	1.184	iaps	4607
32.448	6.015	vp	3	1.084	iaps	7430
48.545	6.015	dn	1	1.113	iaps	2490
61.659	6.015	dn	1	1.339	iaps	9042
74.747	6.009	dn	1	1.429	iaps	6243
90.813	6.005	ip	2	1.636	iaps	8180
103.485	6.012	ip	2	1.824	iaps	2208
116.980	6.017	ip	2	0.535	iaps	5820
133.079	6.016	vn	2	2.061	iaps	6250
145.877	6.015	vn	2	1.167	iaps	9530
159.263	6.011	vn	2	1.353	iaps	4621
175.355	6.007	dp	3	1.677	iaps	4680
189.319	6.010	dp	2	1.072	iaps	8210
201.500	6.012	dp	1	2.024	iaps	7260
217.595	6.016	in	4	1.922	iaps	6821
231.095	6.015	in	3	1.164	iaps	9331
243.793	6.015	in	4	1.209	iaps	9320
259.878	6.011	vt	1	0.794	iaps	7950
272.954	6.006	vt	1	1.098	iaps	7050
286.027	6.007	vt	1	1.032	iaps	7090
302.111	6.016	dn	2	0.871	iaps	9621
316.710	6.016	dn	2	1.096	iaps	9620
328.310	6.016	dn	2	2.716	iaps	9830
344.408	6.019	ip	3	0.969	iaps	2345
358.293	6.011	ip	2	3.388	iaps	2310
370.559	6.010	ip	3	2.443	iaps	8341
386.634	6.009	vn	4	2.382	iaps	6550
400.415	6.011	vn	3	1.091	iaps	2053
412.812	6.014	vn	3	0.919	iaps	9432
428.909	6.016	dp	n/a	n/a	iaps	1463
443.806	6.016	dp	1	1.432	iaps	8090
455.105	6.016	dp	2	1.203	iaps	1722
471.192	6.009	vt	2	0.990	iaps	2214
484.058	6.008	vt	1	1.119	iaps	7035
497.324	6.004	vt	1	0.935	iaps	7020
513.407	6.017	in	2	1.154	iaps	9495
527.808	6.016	in	3	1.221	iaps	6510
539.606	6.015	in	1	2.075	iaps	9001
555.704	6.003	vp	4	1.647	iaps	8370
570.067	6.006	vp	4	1.045	iaps	8496
581.848	6.009	vp	1	1.636	iaps	5000
