participant_id	task	session	echo	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	provenance.md5sum	provenance.settings.fd_thres	provenance.settings.hmc_fsl	provenance.software	provenance.version	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-5002	task-emotionRegulation	post	e2	0.0054	0.0071	0	33.1823	1.0969	1.0372	0.5561	544.9284	0.1265	33	13.200	2.6513	2.7095	2.8663	2.3781	0.0209	0.1242	-0.0498	5528a41c96976c5cbf1aecdd8e43ee5c	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9829	2.4	3	3	4	38.1062	93.4039	426.1944	199.7400	60163	119.0572	1640.1605	686.4923	2.0456	2151.7300	5612.2236	5128.9443	34177	2319.9226	10640.1547	2586.5444	35.0424
sub-5002	task-emotionRegulation	post	e3	0.0054	0.0096	0	42.3420	1.0791	1.0380	0.5350	348.3958	0.1239	27	10.800	2.5008	2.6111	2.6998	2.1915	0.0201	0.0691	-0.0244	c4d898ae044713d98de02106f33fde3c	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.8870	2.4	3	3	4	213.1454	63.1737	266.4865	180.7640	62266	117.8080	654.9390	351.1033	2.6718	1636.6155	4113.0728	3759.7041	32289	1554.8121	7971.0884	1992.4409	26.0744
sub-5003	task-emotionRegulation	pre	e1	0.0030	0.0028	0	26.6469	1.1911	1.0208	0.6358	441.2207	0.0936	20	8.000	2.7475	2.8251	2.9945	2.4229	0.0199	0.2126	-0.0731	741372f7e2c366dc40f9ddb2c338ec89	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0041	2.4	3	3	4	8.3595	246.8651	1462.7206	351.8640	51555	164.8152	7368.6499	2539.3037	0.5485	4145.8242	9626.8682	8738.6084	41865	4152.2683	18057.5965	4360.3369	62.8042
sub-5003	task-emotionRegulation	pre	e2	0.0029	0.0040	0	33.9151	1.1521	1.0238	0.5861	442.7684	0.1068	25	10.000	2.6249	2.7986	2.8512	2.2249	0.0202	0.0924	-0.0343	88afb1ef85f98d8202dcaded029e3fa6	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9434	2.4	3	3	4	39.4374	109.6829	548.2454	256.7540	53620	158.4438	2091.9797	866.0814	0.6990	3009.5110	6970.2515	6338.4565	39385	2813.2025	13375.7146	3261.4443	45.4008
sub-5003	task-emotionRegulation	pre	e3	0.0028	0.0054	0	42.8485	1.1209	1.0238	0.5638	289.8947	0.1098	26	10.400	2.4449	2.6629	2.6261	2.0457	0.0167	0.0541	-0.0167	0ea2d5360bc11a1a1bfde3e4a1cad515	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.8465	2.4	3	3	4	147.0487	71.2242	349.1321	233.1320	55981	157.1760	908.7120	473.9728	1.6057	2193.6313	5061.8628	4588.6885	36896	1877.0341	9844.5232	2485.1067	33.9293
sub-5003	task-emotionRegulation	post	e1	0.0031	0.0046	0	22.6545	1.0845	0.9835	0.6287	556.6544	0.0864	11	4.400	2.6632	2.7137	2.9405	2.3354	0.0126	0.1840	-0.0469	58c51c696b06470c394f5d436d473f6e	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1701	2.4	3	3	4	8.3227	234.7819	1201.9468	304.3880	52818	126.3394	6035.2336	2077.6870	0.1351	3754.6960	8928.3516	8235.4004	40551	4023.9502	16099.8926	3794.8298	58.9213
sub-5003	task-emotionRegulation	post	e2	0.0029	0.0058	0	29.3043	1.0485	0.9859	0.5758	554.7700	0.0973	16	6.400	2.5853	2.7452	2.8330	2.1776	0.0142	0.0841	-0.0183	f0ad87164e62487a6b61116ce2dfd1c2	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0697	2.4	3	3	4	72.2476	114.4984	444.9891	220.9240	54685	122.8408	1590.5680	718.3175	0.3130	2724.1633	6437.7559	5926.5283	38159	2631.0437	11954.9159	2863.3748	42.0372
sub-5003	task-emotionRegulation	post	e3	0.0028	0.0087	0	37.4549	1.0202	0.9698	0.5539	353.6327	0.0999	16	6.400	2.4037	2.6002	2.6079	2.0030	0.0123	0.0494	-0.0045	1aca934aa82b97d4e106caf0e1e07abc	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9463	2.4	3	3	4	214.3611	80.2562	293.4544	200.4480	57107	122.7600	731.4732	409.3170	1.2185	1990.7700	4674.0103	4286.2783	35726	1765.8791	8833.5676	2202.2390	30.9461
sub-5004	task-emotionRegulation	pre	e1	0.0016	0.0021	0	22.6148	1.1108	1.0166	0.6158	556.6664	0.0767	9	3.600	2.6531	2.6291	2.9152	2.4149	0.0062	0.2259	-0.0928	659e5852a3983fd689859a7cad9e0400	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0229	2.4	3	3	4	13.2105	194.0727	1057.8995	297.6760	54545	149.7048	5200.3740	1905.5244	0.6699	3808.8823	8942.2715	8170.8262	39570	3845.3920	16637.5002	4039.0283	65.6657
sub-5004	task-emotionRegulation	pre	e2	0.0014	0.0027	0	29.1806	1.0860	1.0149	0.5614	584.0544	0.0864	13	5.200	2.5774	2.6991	2.8164	2.2166	0.0086	0.1126	-0.0426	9066df930fd18eb1962f605b05faa2d3	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9005	2.4	3	3	4	79.6533	76.8966	424.9569	213.9260	57352	145.0360	1471.4380	702.7132	0.8543	2846.6379	6496.2070	5913.2266	36486	2507.3600	12580.7175	3111.4255	47.8820
sub-5004	task-emotionRegulation	pre	e3	0.0013	0.0038	0	37.8258	1.0665	1.0128	0.5365	359.0432	0.0857	11	4.400	2.3842	2.5603	2.5870	2.0053	0.0080	0.0686	-0.0221	07085548f3173eb9f160f4e8aeb9be4d	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.7629	2.4	3	3	4	287.7874	50.5093	287.7506	198.4520	60488	145.0614	685.0706	402.5160	1.8153	2138.6008	4773.8936	4301.0244	33743	1689.8713	9508.5124	2439.6497	35.2597
sub-5004	task-emotionRegulation	post	e1	0.0022	0.0054	0	26.3091	1.0776	0.9945	0.6162	560.9686	0.1104	19	7.600	2.6465	2.6264	2.9006	2.4124	0.0125	0.2051	-0.0778	3e05f3e0531b85d7f2dfc900c075beb3	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1447	2.4	3	3	4	12.5264	203.1995	982.2637	287.6660	55320	127.1714	4786.6314	1743.8741	0.3556	3528.0005	8463.7617	7799.1724	38911	3785.5922	15295.1987	3636.3787	45.9348
sub-5004	task-emotionRegulation	post	e2	0.0018	0.0069	0	32.4863	1.0276	0.9670	0.5610	588.7833	0.1198	24	9.600	2.5805	2.6772	2.8327	2.2317	0.0110	0.0967	-0.0345	92c771ae78fffa9b2c12f91ef4bf03f7	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0077	2.4	3	3	4	99.7291	87.7078	386.0931	206.3100	57996	124.6080	1270.5641	638.8703	0.5142	2636.6602	6141.9565	5640.9004	36141	2460.2561	11550.1289	2809.5803	33.6804
sub-5004	task-emotionRegulation	post	e3	0.0018	0.0107	0	41.1800	0.9915	0.9657	0.5382	369.8397	0.1210	26	10.400	2.4148	2.5593	2.6484	2.0366	0.0088	0.0615	-0.0141	1df350f96210b8d80dd81fa2cd32e73c	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.8527	2.4	3	3	4	387.0915	58.2722	263.4732	187.7700	60808	125.6814	601.6450	365.5864	1.4346	1981.0056	4489.2646	4082.5522	33697	1638.9392	8703.7500	2203.5642	24.8624
sub-5005	task-emotionRegulation	pre	e1	0.0050	0.0066	0	27.9459	1.0569	1.0333	0.5831	721.4537	0.2059	89	35.600	2.7406	2.7210	3.0641	2.4365	0.0247	0.1492	-0.0726	5cd4f1138dd32bca0a538da75c8a85e9	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0269	2.4	3	3	4	15.6036	186.8725	882.8851	295.8918	57858	143.6663	4311.6966	1583.7854	0.8437	4178.5957	9896.6123	9037.0879	36838	4299.3333	18481.5224	4458.5771	41.9067
sub-5005	task-emotionRegulation	pre	e2	0.0039	0.0075	0	36.5156	1.0398	0.9681	0.5313	673.8439	0.2209	98	39.200	2.6600	2.8360	2.8958	2.2481	0.0292	0.0785	-0.0339	7266e38a3a61b755b0b49817de248ce0	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.8574	2.4	3	3	4	114.7364	92.6102	390.1642	227.1523	60954	140.4069	1149.6392	598.8713	1.7356	3087.1079	7344.4067	6605.0166	33736	2994.6801	14281.9263	3556.0308	30.5810
sub-5005	task-emotionRegulation	pre	e3	0.0032	0.0114	0	47.7394	1.0312	0.9630	0.5101	415.4284	0.2233	103	41.200	2.4641	2.7158	2.6106	2.0658	0.0244	0.0521	-0.0193	2241a266928178cae09b2a389bfa1813	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.6533	2.4	3	3	4	353.4163	67.6126	285.5711	211.5520	63263	140.5764	603.2745	347.0702	3.9071	2293.3127	5434.7461	4811.9561	31827	1991.6273	11035.4661	2910.4258	22.6555
sub-5005	task-emotionRegulation	post	e1	0.0122	0.0178	0	50.5645	1.0175	1.0244	0.5823	454.8245	0.5225	148	59.200	2.8382	2.9017	3.0980	2.5150	0.0148	0.1951	-0.0817	16d0039b35ae110242d1f37890f568bc	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9149	2.4	3	3	4	14.4386	225.8669	959.9768	374.7542	58610	161.5275	4464.7304	1598.1727	0.9325	4248.3706	10113.0566	9051.0176	36121	4346.2593	19423.4316	4726.4595	24.3155
sub-5005	task-emotionRegulation	post	e2	0.0097	0.0195	0	65.0908	0.9903	0.9711	0.5364	401.4642	0.5538	167	66.800	2.7273	2.9673	2.9279	2.2865	0.0171	0.0996	-0.0352	9f896b73537caed641fc6b536cd17e5c	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.7856	2.4	3	3	4	80.4254	117.7496	453.6392	294.5611	61101	160.0460	1273.7314	592.2668	2.1511	3143.1611	7483.0850	6655.5977	33568	3006.9287	14770.0881	3727.4124	18.3269
sub-5005	task-emotionRegulation	post	e3	0.0081	0.0269	0	84.4760	0.9830	0.9645	0.5200	244.3990	0.5674	172	68.800	2.5207	2.8135	2.6672	2.0815	0.0149	0.0684	-0.0159	4221835fefe537b4ee7506e347115a36	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.5963	2.4	3	3	4	237.2415	92.7735	351.8488	276.9572	63406	162.6005	734.8300	343.1723	4.7418	2334.3855	5555.6909	4871.8667	31579	2039.1043	11409.3434	3051.9749	13.7918
sub-5006	task-emotionRegulation	pre	e1	0.0295	0.0057	0	28.8216	1.3332	1.2530	0.6040	513.0070	0.1681	20	8.000	2.6905	2.6767	2.9451	2.4497	0.0243	0.1765	-0.0712	30d371a6f311dab005e84bed0d632ef4	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.3273	2.4	3	3	4	9.6745	242.7495	1148.7242	321.5560	61581	140.8960	5361.1162	1882.2380	0.1718	3352.7036	8565.7705	7972.4482	34273	4087.3937	15044.0098	3425.5313	44.4251
sub-5006	task-emotionRegulation	pre	e2	0.0271	0.0057	0	35.6094	1.2750	1.2150	0.5435	658.8065	0.1748	22	8.800	2.5647	2.6361	2.7878	2.2702	0.0258	0.0807	-0.0326	8ceeff1bf5783f764bd8d6d50aadd168	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1231	2.4	3	3	4	32.2419	82.6165	420.9788	206.8280	63555	135.6896	1478.4733	615.5170	0.9516	2488.6072	6307.4097	5817.4604	32447	2742.1010	11547.2851	2740.0925	33.5159
sub-5006	task-emotionRegulation	pre	e3	0.0263	0.0086	0	44.9378	1.2536	1.2151	0.5185	441.1793	0.1740	21	8.400	2.3587	2.4897	2.5153	2.0712	0.0221	0.0429	-0.0121	95de39c77f34dac8c5e95c031899e672	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9201	2.4	3	3	4	131.3608	48.9733	259.2005	184.8120	65799	135.4720	612.0832	281.8523	2.6188	1860.6180	4669.0127	4257.2603	30415	1853.6236	8884.7011	2217.1411	25.2602
sub-5006	task-emotionRegulation	post	e1	0.0038	0.0070	0	24.2702	0.9287	0.8778	0.6030	673.6326	0.1148	19	7.600	2.6687	2.7124	2.9997	2.2939	0.0344	0.1938	-0.0835	30d8aabfd4bfd921d1dd4e654c0da704	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.4021	2.4	3	3	4	8.4589	190.8762	1083.1190	266.6040	59808	124.6320	5325.1669	1848.2800	0.1351	3174.2043	8285.1191	7751.8403	35051	4051.6342	14350.2344	3227.1140	40.0004
sub-5006	task-emotionRegulation	post	e2	0.0033	0.0092	0	31.4434	0.9272	0.8864	0.5453	751.3920	0.1249	22	8.800	2.5461	2.6558	2.8376	2.1448	0.0279	0.0879	-0.0379	2c629562e2446b1e8d65058e02183bb4	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1738	2.4	3	3	4	41.9089	75.3666	403.8899	185.6900	61778	122.2240	1461.3086	656.8642	0.9186	2355.9502	6100.3921	5641.4502	33130	2698.6255	11031.0809	2595.1748	28.9240
sub-5006	task-emotionRegulation	post	e3	0.0029	0.0148	0	40.7193	0.9172	0.8895	0.5209	478.3747	0.1245	22	8.800	2.3841	2.5365	2.6064	2.0093	0.0209	0.0447	-0.0152	d2390d01bfa91455b066e17f502514c9	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9136	2.4	3	3	4	201.1198	47.6864	246.2910	168.2120	63419	122.2280	583.8876	311.5269	2.4827	1763.5372	4473.4526	4072.2603	31659	1736.2861	8514.8668	2128.0095	21.3216
sub-5007	task-emotionRegulation	pre	e1	0.0076	0.0072	0	27.2981	1.0686	1.0163	0.6310	359.7850	0.1514	34	13.600	2.6673	2.6124	2.9269	2.4627	0.0141	0.1616	-0.0475	ae9f5da37dae9caeead154ce331d4f5c	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.5131	2.4	3	3	4	7.9175	281.5847	1170.8521	335.2700	57224	125.7720	5001.1278	1774.4373	-0.0580	2889.5093	7351.3169	7024.7886	36893	3406.0721	12334.3844	2795.2527	39.0353
sub-5007	task-emotionRegulation	pre	e2	0.0076	0.0106	0	36.1215	1.0399	1.0106	0.5713	436.0560	0.1631	35	14.000	2.5230	2.5555	2.7690	2.2445	0.0112	0.0779	-0.0229	bb5e9c6b03916a94708ec4c9d8de202a	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.3061	2.4	3	3	4	70.0325	111.4561	437.4114	219.6400	59753	120.8648	1465.9513	660.6769	0.1254	2184.5137	5322.4019	5056.4243	34493	2185.1985	9301.1119	2192.6426	26.8535
sub-5007	task-emotionRegulation	pre	e3	0.0075	0.0168	0	47.6130	1.0220	1.0112	0.5484	285.8924	0.1640	36	14.400	2.3386	2.4247	2.5406	2.0504	0.0087	0.0453	-0.0116	46bc10f8ac6b7d6c1cff1b5581e9e646	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0825	2.4	3	3	4	297.7885	67.9803	271.9961	193.6560	61873	121.1224	642.8192	342.6302	0.9655	1648.1262	3883.9270	3633.7002	32526	1421.8990	7039.7092	1744.8300	19.2589
sub-5007	task-emotionRegulation	post	e1	0.0057	0.0052	0	28.4309	1.1834	1.0285	0.6248	347.4035	0.1561	52	20.800	2.7415	2.7422	3.0906	2.3918	0.0189	0.1814	-0.0686	b8cc677b5d192b038a56c39adfb2e987	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.2577	2.4	3	3	4	5.7140	324.0554	1386.9938	391.8440	57393	153.7984	5974.4764	2050.9253	-0.1965	3767.2090	8702.7695	8171.3604	36955	3722.5601	15268.7187	3619.2944	49.7031
sub-5007	task-emotionRegulation	post	e2	0.0059	0.0064	0	36.5277	1.1314	1.0286	0.5594	467.6429	0.1703	60	24.000	2.5770	2.6458	2.8946	2.1906	0.0178	0.0778	-0.0266	c2f5451080d90ae5a32eed1bc2412838	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.0852	2.4	3	3	4	59.7393	115.5125	494.6471	243.5860	59710	147.3916	1647.3371	721.0620	0.4350	2820.5732	6395.9692	5959.2681	34297	2505.7634	11652.4400	2857.8342	35.0125
sub-5007	task-emotionRegulation	post	e3	0.0063	0.0103	0	46.4642	1.0977	1.0319	0.5331	322.9541	0.1710	62	24.800	2.3826	2.5035	2.6382	2.0061	0.0153	0.0433	-0.0111	0a02b88ec15f34c2e5c3feb88b3556b0	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.8718	2.4	3	3	4	256.2949	65.8513	306.6525	212.1760	62123	146.7200	735.9572	375.7460	1.9246	2130.5176	4710.5249	4332.9404	32197	1643.2409	8910.5258	2314.8455	25.5194
sub-5008	task-emotionRegulation	pre	e1	0.0021	0.0076	0	34.6302	1.0919	0.9932	0.5904	768.6683	0.3495	168	67.200	2.6792	2.6576	2.9447	2.4352	0.0125	0.1485	-0.0627	4dc5cc82553ef9c3b5856d7a62154611	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.2681	2.4	3	3	4	17.1544	145.2506	733.1660	239.7400	58482	123.7644	3443.9442	1318.7775	0.7820	3094.0425	8100.3149	7506.5845	36375	3838.0294	14327.6357	3309.5505	41.0320
sub-5008	task-emotionRegulation	pre	e2	0.0022	0.0070	0	41.3141	1.0882	0.9874	0.5402	726.6978	0.3613	170	68.000	2.5509	2.6265	2.8079	2.2185	0.0154	0.0726	-0.0272	216a21206398d469b40bb35dabcff609	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1376	2.4	3	3	4	148.4575	65.4361	315.4583	185.6640	60843	122.6364	892.3676	519.8471	1.2870	2350.8530	6034.1152	5571.6064	33954	2674.8039	10955.6986	2606.3796	32.7912
sub-5008	task-emotionRegulation	pre	e3	0.0023	0.0097	0	52.5291	1.0768	1.0163	0.5237	439.2958	0.3611	171	68.400	2.3676	2.5094	2.5641	2.0292	0.0118	0.0459	-0.0136	c980b890e2953dcb7878cd749c51921e	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9252	2.4	3	3	4	460.9072	45.3498	226.7168	173.6840	62376	122.6380	442.0090	296.3519	2.3351	1805.9641	4457.9336	4070.7761	32595	1747.7357	8449.3919	2114.3840	24.8640
sub-5009	task-emotionRegulation	pre	e1	0.0020	0.0023	0	22.4282	1.1154	1.0047	0.6104	613.8712	0.0790	16	6.400	2.7247	2.8463	2.9730	2.3546	0.0165	0.2646	-0.1229	676273fc4149961af2b25aa98c03d501	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1205	2.4	3	3	4	9.0718	211.1226	1494.7301	325.9840	57355	166.1480	7910.1960	2748.9995	0.1325	4251.8540	9740.0791	8966.9404	37569	4283.3388	17654.3277	4228.6196	65.1313
sub-5009	task-emotionRegulation	pre	e2	0.0018	0.0029	0	29.8155	1.0950	1.0061	0.5559	645.8771	0.0898	21	8.400	2.5609	2.7534	2.8375	2.0918	0.0201	0.1188	-0.0535	f1fd8ddf64c85dd3fd55729982ac3421	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9211	2.4	3	3	4	25.3332	84.4668	545.3921	231.1720	59179	158.1036	2272.1393	871.2736	0.9308	3135.3311	7289.9507	6597.0405	35357	2944.1354	13911.8570	3434.0286	46.2088
sub-5009	task-emotionRegulation	pre	e3	0.0018	0.0041	0	38.3390	1.0754	1.0059	0.5261	416.7050	0.0905	23	9.200	2.3383	2.5804	2.5864	1.8482	0.0187	0.0615	-0.0265	044ad9915a49b4d737dfc629218896f8	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.7135	2.4	3	3	4	138.4621	57.4835	323.4865	213.2160	61628	156.9440	866.9984	385.8993	2.7208	2341.5869	5491.8716	4881.7139	33126	2056.9031	10955.6804	2848.8831	34.4701
sub-5009	task-emotionRegulation	post	e1	0.0016	0.0019	0	19.6447	1.1289	1.0178	0.6091	618.1741	0.0785	13	5.200	2.7160	2.8240	3.0045	2.3194	0.0242	0.2434	-0.1201	e9602f6ea938f7345e2c1966f5906d08	0.2	FALSE	mriqc	0.15.1	250	52	80	30	2.1153	2.4	3	3	4	9.1046	229.4268	1492.8838	331.2680	57040	159.4718	7951.1625	2738.2959	0.2635	4287.6323	9901.1846	9113.5566	37528	4357.3245	18047.7809	4308.2471	73.2143
sub-5009	task-emotionRegulation	post	e2	0.0023	0.0027	0	26.9950	1.1326	1.0278	0.5558	682.8069	0.0921	21	8.400	2.5820	2.7743	2.8883	2.0834	0.0292	0.1133	-0.0554	e681b19b13d0736c760c6c1311cce1bb	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.9179	2.4	3	3	4	23.7091	94.3528	557.7105	228.6840	58857	152.6392	2337.4457	900.6646	1.1728	3184.7007	7407.4072	6702.3066	35400	3013.0938	14100.7018	3494.6487	50.7310
sub-5009	task-emotionRegulation	post	e3	0.0023	0.0037	0	34.9120	1.1120	1.0279	0.5258	442.0811	0.0934	20	8.000	2.3780	2.6168	2.6524	1.8649	0.0273	0.0586	-0.0282	36dfa49dab76f673f2566c7f5c62463d	0.2	FALSE	mriqc	0.15.1	250	52	80	30	1.6998	2.4	3	3	4	118.7031	64.4784	324.6568	208.6480	60802	151.4842	880.8439	393.5936	3.2357	2403.2925	5550.4302	4938.8901	33480	2051.6106	11051.5610	2905.5076	37.4306
