participant_id	session	task	echo	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	provenance.md5sum	provenance.settings.fd_thres	provenance.settings.hmc_fsl	provenance.software	provenance.version	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-5001	pre	task-rest	e1	0.000747771	0.001552171	0	22.89292126	1.191649215	0.998567263	0.571633602	1065.462891	0.081874709	5	2.857142857	2.725450023	2.87434	3.044646667	2.257363403	0.0257732	0.14017801	-0.063801683	7135b373325581b74c8a84c7e7df8866	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.222201815	2.400000095	3	3	3.99000001	14.49392495	136.8569031	891.7225952	243.6628571	60163	138.3777084	5079.576465	1805.239624	0.136256308	4065.658691	9842.775391	9099.811523	34283	4599.417676	17522.86406	4094.893066	82.50647736
sub-5001	pre	task-rest	e2	0.000709714	0.002246298	0	28.0575933	1.133928069	0.999253163	0.526449418	911.970459	0.089724561	5	2.857142857	2.661377626	2.852506667	2.95714	2.17448621	0.0355719	0.058080245	-0.023072746	d8c37ba03f69f3e28fa63f0d6e84037e	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.148428824	2.400000095	3	3	3.99000001	100.2967364	70.6057663	387.043335	194.5828552	62542	135.5200043	1379.623462	648.0968018	0.489085254	2951.445801	7124.944824	6608.53418	31928	3086.691077	12874.80864	3075.936523	57.6307373
sub-5001	pre	task-rest	e3	0.000713714	0.002991559	0	34.8598985	1.104862356	1.0027246	0.50900897	547.2960815	0.08859287	7	4	2.509528152	2.723463333	2.756003333	2.04911779	0.033162	0.032772202	-0.010875883	9d2f058f88afa633af1652383fddedc0	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.057214602	2.400000095	3	3	3.99000001	469.5853839	51.35734177	264.9273682	182.2171478	65189	134.4079987	620.4834473	362.7637329	1.098505341	2161.676514	5159.857422	4806	29667	1987.695984	9525.174414	2336.12915	43.39544678
sub-5001	post	task-rest	e1	0.004349029	0.003051803	0	25.18156226	1.133459473	1.200667931	0.577867037	880.9383545	0.129783683	8	4.571428571	2.719203373	2.801756667	2.97147	2.384383453	0.0106286	0.14519155	-0.05893052	2780290e9c5f8ff3ad39f2b5deeb4694	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.250604404	2.400000095	3	3	3.99000001	15.25167218	148.5228424	883.7828979	241.7399902	60952	124.5008533	4839.593921	1801.186523	0.782919996	3180.969727	8753.258789	8048.982422	33860	4354.827124	15825.79722	3576.312012	62.52730942
sub-5001	post	task-rest	e2	0.003641771	0.004368494	0	30.88267443	1.077126033	1.004832217	0.533587225	761.4213867	0.136027781	8	4.571428571	2.650452229	2.79233	2.900683333	2.258343353	0.0118543	0.058389585	-0.019257337	514205922ca23bf3f2f84629fb7e11eb	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.188904957	2.400000095	3	3	3.99000001	100.5066794	76.59970093	381.8921204	189.5800018	63276	121.702858	1356.149933	660.3964844	0.954514344	2341.529297	6348.458984	5848.754395	31513	2920.205664	11571.75547	2671.957764	45.95017624
sub-5001	post	task-rest	e3	0.003289486	0.006181954	0	38.68670541	1.054020139	0.991467787	0.515949601	471.5598755	0.132439267	9	5.142857143	2.509225312	2.696706667	2.716926667	2.114042601	0.0105306	0.032184768	-0.008550688	e2eed7a651f7b8bf5e1d5130c18de6eb	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.099022293	2.400000095	3	3	3.99000001	428.3161406	54.8562851	256.4049377	175.2457123	65825	120.497139	611.1976929	355.9648743	1.349296389	1741.549438	4582.918945	4241.971191	29415	1874.361694	8471.586426	2020.892822	34.59112167
sub-5002	post	task-rest	e1	0.003240857	0.003684955	0	21.97674654	1.063144912	0.991173615	0.604835967	730.1907959	0.086097377	8	4.571428571	2.69016354	2.62722	2.905626667	2.537643953	0.0138367	0.225517839	-0.090707451	ff766646fe8888c7997c085930e0ac27	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.139367094	2.400000095	3	3	3.990000248	12.66833389	151.0390472	1042.640381	234.6457062	57141	118.6800003	5552.628418	2021.196411	1.561789577	2814.792725	7737.019531	7090.160156	37131	3639.937134	14181.90283	3314.094482	55.39458466
sub-5002	post	task-rest	e2	0.003635943	0.005221861	0	28.43594895	1.043915926	0.998677761	0.55734456	661.682251	0.093630035	9	5.142857143	2.605991163	2.670123333	2.820396667	2.327453489	0.0203444	0.113732539	-0.0442723	3c287261d9d7db7744afed53c40cad2e	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.037510143	2.400000095	3	3	3.990000248	61.41352167	71.41483307	421.5461426	181.2799988	59474	116.7217155	1630.700824	779.7821045	1.984209526	2138.187012	5636.446289	5175.636719	34768	2391.458337	10596.92573	2540.140625	39.90400314
sub-5002	post	task-rest	e3	0.003466686	0.007403729	0	36.60253159	1.02867757	1.001377314	0.53414648	414.9793701	0.095271844	10	5.714285714	2.447887475	2.565216667	2.649756667	2.128689091	0.0201921	0.066152871	-0.023344684	2561de96f51d27ff7dc10f84d55a6a3e	0.2	FALSE	mriqc	0.15.1	175	52	80	30	1.921687679	2.400000095	3	3	3.990000248	256.3308775	47.08746338	260.0008545	167.4628601	61820	116.3482861	653.0848297	438.1148071	2.665034102	1627.457031	4131.814941	3795.125732	32654	1556.004309	7939.01001	1974.861816	29.95494843
sub-5002	pre	task-rest	e1	0.001760686	0.002977707	0	21.43779253	1.071711787	1.384585967	0.60992433	628.3148193	0.101107787	14	8	2.673659463	2.71098	2.976973333	2.333025057	0.0269373	0.262819976	-0.104480147	be6582164af996705fa5f5333ab2294b	0.2	FALSE	mriqc	0.15.1	175	52	80	30	2.073888671	2.400000095	3	3	3.99000001	9.221207766	199.5751953	1350.569824	292.4914246	57291	143.0314255	7243.605713	2481.023193	0.702261988	3900.074951	9323.25293	8524.908203	37098	4115.923193	17072.96201	4110.535645	62.0319252
