participant_id	group	age_category	item	wk4_setview	pic_set	old_new	qualtrics_num	naps_id	naps_category	valence	response	correct	response_result
6024	2	1	1	A	A	old	1_Q8	Animals_106_h	Animals	2	4	0	miss
6024	2	1	2	A	A	old	2_Q8	Animals_117_h	Animals	2	1	1	hit
6024	2	1	3	A	B	new	3_Q8	Animals_165_h	Animals	2	4	1	hit
6024	2	1	4	A	B	new	4_Q8	Animals_175_h	Animals	2	4	1	hit
6024	2	1	5	A	A	old	5_Q8	Animals_197_h	Animals	2	3	1	hit
6024	2	1	6	A	B	new	6_Q8	Faces_132_h	Faces	2	4	1	hit
6024	2	1	7	A	A	old	7_Q8	Faces_134_h	Faces	2	1	1	hit
6024	2	1	8	A	A	old	8_Q8	Faces_234_h	Faces	2	3	1	hit
6024	2	1	9	A	A	old	9_Q8	Faces_261_v	Faces	2	1	1	hit
6024	2	1	10	A	B	new	10_Q8	Faces_321_h	Faces	2	3	0	fa
6024	2	1	11	A	B	new	11_Q8	Faces_361_v	Faces	2	4	1	hit
6024	2	1	12	A	B	new	12_Q8	Objects_037_h	Objects	2	4	1	hit
6024	2	1	13	A	B	new	13_Q8	Objects_069_h	Objects	2	4	1	hit
6024	2	1	14	A	B	new	14_Q8	Objects_078_h	Objects	2	4	1	hit
6024	2	1	15	A	A	old	15_Q8	Objects_080_h	Objects	2	1	1	hit
6024	2	1	16	A	B	new	16_Q8	Objects_171_h	Objects	2	4	1	hit
6024	2	1	17	A	A	old	17_Q8	Objects_264_v	Objects	2	4	0	miss
6024	2	1	18	A	A	old	18_Q8	Objects_291_h	Objects	2	1	1	hit
6024	2	1	19	A	B	new	19_Q8	People_096_h	People	2	4	1	hit
6024	2	1	20	A	B	new	20_Q8	People_130_h	People	2	4	1	hit
6024	2	1	21	A	A	old	21_Q8	People_175_h	People	2	3	1	hit
6024	2	1	22	A	A	old	22_Q8	People_183_h	People	2	1	1	hit
6024	2	1	23	A	B	new	23_Q8	People_189_h	People	2	4	1	hit
6024	2	1	24	A	A	old	24_Q8	People_196_h	People	2	1	1	hit
6024	2	1	25	A	B	new	25_Q8	Animals_082_h	Animals	1	4	1	hit
6024	2	1	26	A	A	old	26_Q8	Animals_088_h	Animals	1	3	1	hit
6024	2	1	27	A	B	new	27_Q8	Animals_093_h	Animals	1	1	0	fa
6024	2	1	28	A	A	old	28_Q8	Animals_105_h	Animals	1	3	1	hit
6024	2	1	29	A	A	old	29_Q8	Animals_209_h	Animals	1	1	1	hit
6024	2	1	30	A	B	new	30_Q8	Faces_167_v	Faces	1	4	1	hit
6024	2	1	31	A	A	old	31_Q8	Faces_187_v	Faces	1	1	1	hit
6024	2	1	32	A	B	new	32_Q8	Faces_197_v	Faces	1	4	1	hit
6024	2	1	33	A	A	old	33_Q8	Faces_220_h	Faces	1	1	1	hit
6024	2	1	34	A	B	new	34_Q8	Faces_306_v	Faces	1	4	1	hit
6024	2	1	35	A	A	old	35_Q8	Landscapes_012_h	Landscapes	1	3	1	hit
6024	2	1	36	A	A	old	36_Q8	Landscapes_016_h	Landscapes	1	3	1	hit
6024	2	1	37	A	B	new	37_Q8	Landscapes_019_h	Landscapes	1	3	0	fa
6024	2	1	38	A	B	new	38_Q8	Landscapes_060_h	Landscapes	1	4	1	hit
6024	2	1	39	A	A	old	39_Q8	Landscapes_111_h	Landscapes	1	1	1	hit
6024	2	1	40	A	A	old	40_Q8	Objects_112_h	Objects	1	4	0	miss
6024	2	1	41	A	A	old	41_Q8	Objects_186_v	Objects	1	3	1	hit
6024	2	1	42	A	B	new	42_Q8	Objects_210_h	Objects	1	4	1	hit
6024	2	1	43	A	B	new	43_Q8	Objects_237_h	Objects	1	4	1	hit
6024	2	1	44	A	B	new	44_Q8	Objects_251_v	Objects	1	4	1	hit
6024	2	1	45	A	B	new	45_Q8	People_104_h	People	1	4	1	hit
6024	2	1	46	A	A	old	46_Q8	People_146_h	People	1	3	1	hit
6024	2	1	47	A	A	old	47_Q8	People_149_h	People	1	1	1	hit
6024	2	1	48	A	B	new	48_Q8	People_159_h	People	1	4	1	hit
6024	2	1	49	A	B	new	49_Q8	Animals_017_v	Animals	3	4	1	hit
6024	2	1	50	A	B	new	50_Q8	Animals_029_v	Animals	3	4	1	hit
6024	2	1	51	A	A	old	51_Q8	Animals_049_h	Animals	3	1	1	hit
6024	2	1	52	A	A	old	52_Q8	Animals_053_h	Animals	3	3	1	hit
6024	2	1	53	A	A	old	53_Q8	Animals_064_v	Animals	3	3	1	hit
6024	2	1	54	A	B	new	54_Q8	Faces_011_h	Faces	3	4	1	hit
6024	2	1	55	A	A	old	55_Q8	Faces_151_v	Faces	3	1	1	hit
6024	2	1	56	A	B	new	56_Q8	Faces_173_v	Faces	3	4	1	hit
6024	2	1	57	A	A	old	57_Q8	Faces_175_v	Faces	3	3	1	hit
6024	2	1	58	A	B	new	58_Q8	Faces_303_h	Faces	3	4	1	hit
6024	2	1	59	A	A	old	59_Q8	Landscapes_004_h	Landscapes	3	3	1	hit
6024	2	1	60	A	B	new	60_Q8	Landscapes_006_h	Landscapes	3	4	1	hit
6024	2	1	61	A	A	old	61_Q8	Landscapes_010_h	Landscapes	3	3	1	hit
6024	2	1	62	A	B	new	62_Q8	Landscapes_017_h	Landscapes	3	4	1	hit
6024	2	1	63	A	A	old	63_Q8	Landscapes_028_h	Landscapes	3	3	1	hit
6024	2	1	64	A	A	old	64_Q8	Objects_110_v	Objects	3	1	1	hit
6024	2	1	65	A	B	new	65_Q8	Objects_144_h	Objects	3	4	1	hit
6024	2	1	66	A	A	old	66_Q8	Objects_145_h	Objects	3	1	1	hit
6024	2	1	67	A	B	new	67_Q8	Objects_188_v	Objects	3	4	1	hit
6024	2	1	68	A	B	new	68_Q8	People_012_h	People	3	4	1	hit
6024	2	1	69	A	B	new	69_Q8	People_082_h	People	3	4	1	hit
6024	2	1	70	A	B	new	70_Q8	People_085_h	People	3	4	1	hit
6024	2	1	71	A	A	old	71_Q8	People_119_h	People	3	3	1	hit
6024	2	1	72	A	A	old	72_Q8	People_197_h	People	3	3	1	hit
