trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1015
2	j	j	1	600
3	j	j	1	580
4	k	k	1	583
5	l	l	1	728
6	k	k	1	757
7	l	l	1	1031
8	k	k	1	887
9	k	k	1	1293
10	k	k	1	872
11	j	j	1	752
12	l	l	1	749
13	j	j	1	759
14	l	l	1	1101
15	k	k	1	640
16	k	k	1	1343
17	j	j	1	494
18	j	j	1	1198
19	j	j	1	1156
