trial	response	correct_response	accuracy	reaction_time
1	l	j	0	1356
2	l	l	1	1501
3	l	l	1	1717
4	j	j	1	1054
5	k	l	0	1259
6	n/a	j	0	n/a
7	k	k	1	1106
8	k	k	1	1304
9	j	k	0	1018
10	n/a	j	0	n/a
11	j	j	1	1244
12	n/a	l	0	n/a
13	j	k	0	1542
14	l	l	1	1065
15	j	j	1	1866
16	l	l	1	1371
17	n/a	j	0	n/a
18	n/a	k	0	n/a
19	n/a	k	0	n/a
20	k	k	1	1781
