trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	16	1	1	729
2	go	4	10	1	1	557
3	go	1	16	1	1	408
4	go	1	7	1	1	282
5	go	5	4	1	1	359
6	go	1	4	1	1	391
7	go	8	13	1	1	467
8	go	6	16	1	1	409
9	go	5	4	1	1	463
10	go	7	4	1	1	405
11	go	7	7	1	1	414
12	go	9	13	1	1	401
13	go	2	4	1	1	455
14	nogo	3	16	1	0	329
15	go	8	16	1	1	315
16	go	5	13	1	1	392
17	go	5	16	1	1	401
18	go	6	13	1	1	433
19	go	1	16	1	1	352
20	go	8	7	1	1	384
21	go	9	16	1	1	370
22	go	8	10	1	1	424
23	go	2	10	1	1	434
24	go	7	7	1	1	399
25	go	6	16	1	1	362
26	go	4	13	1	1	371
27	go	8	16	1	1	493
28	go	6	10	1	1	367
29	go	8	7	1	1	399
30	go	2	7	1	1	385
31	go	9	16	1	1	349
32	go	8	7	1	1	336
33	go	9	10	1	1	345
34	go	5	7	1	1	444
35	go	2	7	1	1	386
36	go	4	7	1	1	395
37	nogo	3	10	0	1	n/a
38	go	5	10	1	1	257
39	go	5	10	1	1	265
40	go	6	16	1	1	298
41	nogo	3	16	0	1	n/a
42	go	2	10	1	1	383
43	go	7	10	1	1	302
44	go	5	4	1	1	378
45	go	7	7	1	1	455
46	go	8	13	1	1	306
47	go	2	4	1	1	294
48	go	7	13	1	1	280
49	go	4	7	1	1	311
50	go	1	16	1	1	320
51	nogo	3	13	1	0	286
52	go	7	4	1	1	249
53	go	4	13	1	1	325
54	go	6	7	1	1	222
55	go	4	4	1	1	299
56	go	8	16	1	1	308
57	go	8	13	1	1	272
58	go	4	7	1	1	349
59	go	1	10	1	1	335
60	go	9	7	1	1	367
61	go	9	7	1	1	398
62	go	4	10	1	1	385
63	go	8	13	1	1	394
64	go	2	16	1	1	336
65	go	2	10	1	1	321
66	go	8	16	1	1	309
67	go	7	13	1	1	251
68	nogo	3	4	1	0	238
69	go	4	10	1	1	179
70	go	7	13	1	1	368
71	go	1	16	1	1	310
72	go	4	7	1	1	342
73	nogo	3	16	0	1	n/a
74	go	5	4	1	1	360
75	go	9	10	1	1	347
76	go	8	13	1	1	310
77	go	4	10	1	1	275
78	go	7	4	1	1	286
79	go	4	4	1	1	316
80	go	1	7	1	1	347
81	go	2	4	1	1	379
82	go	6	16	1	1	365
83	go	6	10	1	1	262
84	go	4	10	1	1	226
85	go	6	4	1	1	236
86	go	6	4	1	1	447
87	go	9	16	1	1	321
88	go	9	13	1	1	308
89	go	7	16	1	1	384
90	go	6	7	1	1	326
91	go	4	4	1	1	335
92	go	1	10	1	1	344
93	go	7	16	1	1	399
94	nogo	3	7	0	1	n/a
95	nogo	3	10	1	0	418
96	go	9	13	1	1	403
97	go	8	13	1	1	323
98	go	2	13	1	1	332
99	go	7	16	1	1	319
100	go	6	13	1	1	350
101	go	6	13	1	1	359
102	go	1	7	1	1	301
103	go	9	13	1	1	332
104	go	9	10	1	1	454
105	nogo	3	10	1	0	328
106	go	1	16	1	1	450
107	go	4	10	1	1	324
108	go	1	7	1	1	220
109	go	1	13	1	1	162
110	go	2	16	1	1	441
111	nogo	3	13	1	0	361
112	go	6	13	1	1	347
113	go	8	4	1	1	267
114	go	5	10	1	1	343
115	go	9	4	1	1	375
116	nogo	3	10	0	1	n/a
117	go	9	7	1	1	483
118	go	5	13	1	1	312
119	go	5	13	1	1	299
120	go	4	13	1	1	330
121	go	2	10	1	1	429
122	go	6	16	1	1	349
123	go	8	4	1	1	583
124	nogo	3	10	1	0	344
125	go	8	7	1	1	173
126	go	4	16	1	1	93
127	go	4	13	1	1	124
128	go	2	10	1	1	381
129	go	5	7	1	1	457
130	go	2	13	1	1	332
131	go	1	10	1	1	341
132	go	1	7	1	1	350
133	go	5	13	1	1	337
134	go	9	13	1	1	323
135	go	5	16	1	1	490
136	go	4	4	1	1	521
137	go	5	4	1	1	285
138	nogo	3	10	1	0	294
139	go	4	13	1	1	279
140	go	2	7	1	1	446
141	go	5	16	1	1	320
142	go	6	16	1	1	329
143	go	9	16	1	1	226
144	go	4	7	1	1	100
145	go	6	10	1	1	109
146	nogo	3	4	1	0	163
147	go	1	7	1	1	127
148	go	5	7	1	1	181
149	go	5	13	1	1	145
150	go	4	13	1	1	132
151	go	6	7	1	1	73
152	go	4	10	1	1	420
153	go	5	16	1	1	339
154	go	5	4	1	1	348
155	go	6	16	1	1	268
156	go	2	13	1	1	300
157	nogo	3	10	0	1	n/a
158	go	8	13	1	1	385
159	nogo	3	4	1	0	283
160	go	1	10	1	1	359
161	go	9	16	1	1	323
162	nogo	3	16	1	0	289
163	go	2	10	1	1	206
164	go	7	16	1	1	440
165	go	6	16	1	1	314
166	go	6	4	1	1	76
167	go	2	10	1	1	400
168	go	2	10	1	1	274
169	go	8	16	1	1	305
170	go	8	4	1	1	247
171	go	6	7	1	1	324
172	nogo	3	7	1	0	333
173	go	2	10	1	1	342
174	go	1	7	1	1	351
175	go	6	10	1	1	315
176	go	1	4	1	1	460
177	nogo	3	4	1	0	311
178	go	1	7	1	1	343
179	go	7	4	1	1	554
180	go	2	4	1	1	519
181	go	9	4	1	1	528
182	go	9	13	1	1	380
183	go	8	16	1	1	411
184	go	7	10	1	1	465
185	go	2	4	1	1	430
186	go	7	13	1	1	461
187	go	9	7	1	1	470
188	go	7	16	1	1	704
189	go	1	4	1	1	534
190	go	4	16	1	1	543
191	go	8	7	1	1	574
192	go	5	7	1	1	471
193	go	9	13	1	1	480
194	go	5	13	1	1	444
195	go	6	13	1	1	386
196	go	9	13	1	1	372
197	nogo	3	4	0	1	n/a
198	go	9	13	1	1	571
199	go	8	10	1	1	467
200	go	7	10	1	1	341
201	nogo	3	13	1	0	328
202	go	4	7	1	1	405
203	nogo	3	4	0	1	n/a
204	go	1	4	1	1	491
205	go	6	4	1	1	320
206	go	5	16	1	1	286
207	go	9	10	1	1	203
208	go	2	4	1	1	54
209	go	7	7	1	1	199
210	go	7	13	1	1	478
211	go	1	4	1	1	307
