trial	response	correct_response	accuracy	reaction_time
1	8	8	1	206
2	14	14	1	1009
3	16	16	1	1023
4	11	11	1	794
5	6	6	1	112
6	n/a	10	0	1399
7	7	13	0	1203
8	7	7	1	92
9	3	3	1	493
10	7	7	1	218
11	10	10	1	1068
12	11	11	1	1672
13	10	10	1	1422
14	8	8	1	420
15	12	14	0	1334
16	15	15	1	830
17	10	10	1	2229
18	9	9	1	317
19	8	8	1	226
20	12	12	1	466
21	13	13	1	670
22	5	5	1	140
23	1	9	0	2479
24	11	11	1	2220
25	4	4	1	1103
26	n/a	7	0	n/a
27	n/a	14	0	n/a
28	13	13	1	344
29	9	9	1	143
30	11	6	0	1555
