onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
2.068963478	14.10713375	9	computer	2.068963478	4.15904018	9.175747635	1.066838862	10.2425865	1
19.33899674	14.03120382	4	PRP1	19.33899674	21.35327936	26.36987271	0.719911344	27.08978406	1
34.48975803	14.031019	11	computer	34.48975803	36.50344032	41.52040576	1.004663717	42.52506948	1
49.63646222	14.03090789	4	PRP2	49.63646222	51.65007241	56.66705745	0.760863388	57.42792083	1
65.79434451	14.02006459	1	PRP2	65.79434451	67.80334381	72.81389718	0.923522419	73.7374196	1
80.92191198	14.01456066	4	computer	80.92191198	82.92737068	87.93623434	1.026892086	88.96312643	1
96.04031177	14.02865638	9	computer	96.04031177	98.05211578	103.068704	0.824747484	103.8934515	1
114.173351	14.02955986	1	PRP3	114.173351	116.1850233	121.2026297	1.067316375	122.269946	1
129.3085077	14.02764087	11	PRP1	129.3085077	131.3179054	136.3358331	0.669085697	137.0049188	1
145.4386423	14.02772773	3	PRP4	145.4386423	147.4504302	152.4659567	0.997772841	153.4637295	1
160.5782427	14.01804216	2	computer	160.5782427	162.5838323	167.5960454	1.361606385	168.9576517	1
176.7108807	14.01574992	8	computer	176.7108807	178.7177265	183.7264037	0.789858953	184.5162626	1
191.8279098	14.01326068	10	computer	191.8279098	193.8333344	198.8408856	0.969451706	199.8103373	1
207.9423093	14.02574616	4	computer	207.9423093	209.9503785	214.9678053	0.715401448	215.6832068	1
223.0704566	14.03029806	2	PRP2	223.0704566	225.0841617	230.10041	0.888352698	230.9887627	1
241.2116715	14.03751814	10	computer	241.2116715	243.2326868	248.2489203	0.777284938	249.0262052	1
259.3496748	14.03010425	10	PRP5	259.3496748	261.3622604	266.3795287	1.203777884	267.5833066	1
274.4853946	14.01447581	1	computer	274.4853946	276.4923739	281.4996157	0.786764626	282.2863804	1
290.5985161	14.01783561	9	PRP1	290.5985161	292.6063791	297.6160913	0.895314917	298.5114062	1
306.7251935	14.02461692	3	PRP3	306.7251935	308.731995	313.7495451	0.68658833	314.4361334	1
321.8530035	14.03019407	9	PRP6	321.8530035	323.8656842	328.882945	0.79073611	329.6736811	1
338.0017159	14.02994838	1	computer	338.0017159	340.0144523	345.0314042	0.906846247	345.9382505	1
353.1322183	14.037916	11	PRP5	353.1322183	355.144767	360.1698843	0.759313709	360.929198	1
371.2645233	14.02736887	4	PRP3	371.2645233	373.2760718	378.2915692	1.243965357	379.5355346	1
388.3839882	14.02182569	9	PRP5	388.3839882	390.3978141	395.4055319	0.827436927	396.2329688	1
406.5068796	14.02461015	10	PRP6	406.5068796	408.5149405	413.5311614	0.77681633	414.3079777	1
422.6350289	14.03008901	11	PRP4	422.6350289	424.6495239	429.664861	0.717643078	430.3825041	1
437.7695559	14.02800602	4	PRP4	437.7695559	439.7809814	444.7972612	0.798612862	445.5958741	1
454.9010097	14.0266779	8	PRP4	454.9010097	456.9103008	461.927592	1.060538657	462.9881306	1
472.0326706	14.01436832	3	computer	472.0326706	474.0406982	479.0468101	1.322085744	480.3688959	1
488.1524412	14.01904372	11	PRP6	488.1524412	490.1628325	495.1712804	0.486335398	495.6576157	1
503.2684174	14.02909761	8	PRP5	503.2684174	505.2798282	510.2972918	0.713782333	511.0110741	1
518.3982142	14.03160182	3	PRP2	518.3982142	520.4129903	525.4295702	1.113384341	526.5429545	1
533.5323372	14.03133279	2	PRP1	533.5323372	535.5461286	540.5634502	1.029114429	541.5925647	1
549.6684241	14.02536176	2	PRP3	549.6684241	551.6761543	556.693562	0.930606147	557.6241682	1
566.8056984	14.01756299	8	PRP6	566.8056984	568.8121581	573.8230286	0.929671271	574.7526999	1
