onset	duration	trial_type	rating	response_time	database	identifier
6.255	6.007	vp	4	1.675	iaps	4652
21.128	6.004	vp	1	0.631	iaps	4623
32.411	6.017	vp	4	0.692	iaps	5811
48.511	6.016	dn	3	0.772	iaps	2715
61.627	6.015	dn	1	2.139	iaps	6370
74.724	6.016	dn	n/a	n/a	iaps	3300
90.822	6.004	ip	4	0.619	iaps	7400
103.486	6.007	ip	4	0.737	iaps	2341
116.950	6.010	ip	4	2.451	iaps	5450
133.031	6.012	vn	4	0.548	iaps	6210
145.826	6.016	vn	1	0.539	iaps	9470
159.227	6.015	vn	4	0.981	iaps	2753
175.324	6.015	dp	4	1.044	iaps	4659
189.321	6.005	dp	1	3.999	iaps	8080
201.486	6.007	dp	4	0.679	iaps	5660
217.559	6.007	in	3	0.686	iaps	6311
231.030	6.012	in	2	1.014	iaps	9265
243.725	6.017	in	1	1.101	iaps	7361
259.825	6.016	vt	n/a	n/a	iaps	7175
272.922	6.016	vt	4	1.882	iaps	6150
286.020	6.015	vt	1	0.626	iaps	7004
302.117	6.007	dn	1	0.888	iaps	9520
316.690	6.007	dn	1	1.075	iaps	9500
328.262	6.012	dn	1	3.966	iaps	9600
344.341	6.027	ip	4	0.777	iaps	4614
358.241	6.015	ip	n/a	n/a	iaps	2346
370.538	6.016	ip	4	1.023	iaps	8185
386.623	6.012	vn	4	0.919	iaps	6260
400.400	6.007	vn	1	1.172	iaps	2692
412.814	6.009	vn	1	1.779	iaps	9415
428.888	6.004	dp	n/a	n/a	iaps	1620
443.773	6.016	dp	4	0.688	iaps	7270
455.056	6.016	dp	4	0.948	iaps	2331
471.138	6.014	vt	4	1.471	iaps	2381
484.035	6.015	vt	1	2.656	iaps	2890
497.315	6.007	vt	n/a	n/a	iaps	2493
513.388	6.007	in	1	2.342	iaps	9452
527.760	6.011	in	n/a	n/a	iaps	6244
539.555	6.017	in	1	0.576	iaps	6315
555.671	6.016	vp	4	0.903	iaps	8350
570.069	6.015	vp	4	1.841	iaps	8400
581.867	6.015	vp	4	0.717	iaps	5260
