trial	response	correct_response	accuracy	reaction_time
1	n/a	l	0	n/a
2	j	j	1	1190
3	l	j	0	1131
4	j	l	0	1586
5	k	k	1	1248
6	k	k	1	1207
7	j	k	0	1541
8	j	j	1	823
9	j	j	1	1721
10	l	l	1	1453
11	l	l	1	915
12	j	j	1	816
13	j	j	1	1055
14	k	k	1	1354
15	k	j	0	1235
16	l	k	0	862
17	j	j	1	1678
18	l	l	1	985
19	j	j	1	633
20	k	k	1	1925
