trial	response	correct_response	accuracy	reaction_time
1	7	7	1	447
2	10	10	1	731
3	9	9	1	867
4	7	7	1	830
5	6	6	1	60
6	n/a	9	0	n/a
7	1	14	0	2950
8	15	15	1	2076
9	10	10	1	1038
10	n/a	8	0	n/a
11	1	16	0	2818
12	5	13	0	667
13	10	10	1	563
14	7	9	0	1280
15	8	8	1	1371
16	11	13	0	669
17	9	9	1	986
18	14	7	0	2672
19	8	8	1	1079
20	9	9	1	258
21	7	12	0	808
22	14	14	1	1380
23	9	13	0	903
24	9	9	1	476
25	7	7	1	323
26	8	8	1	327
27	10	10	1	639
28	12	12	1	748
29	11	11	1	719
30	8	8	1	612
