onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
1.058145621	14.15506434	4	PRP1	1.058145621	3.17859338	8.211801066	1.268795916	9.480596982	1
18.41307918	14.03219912	9	PRP2	18.41307918	20.42673022	25.44496551	1.234152118	26.67911763	1
35.57816104	14.03274966	1	PRP3	35.57816104	37.59424134	42.61052379	0.828555357	43.43907914	1
50.76181538	14.03214937	11	computer	50.76181538	52.77642405	57.79365936	0.71926652	58.51292589	1
66.93042244	14.03158161	9	PRP4	66.93042244	68.94431231	73.96127779	0.629223757	74.59050155	1
82.09394065	14.03293163	8	computer	82.09394065	84.11033481	89.12660701	0.497237505	89.62384452	1
97.25946001	14.03427313	3	computer	97.25946001	99.27653295	104.293462	0.837579693	105.1310417	1
115.4275787	14.03252333	9	computer	115.4275787	117.4429026	122.4598412	0.61244796	123.0722892	1
130.5771076	14.03259309	1	computer	130.5771076	132.5924971	137.6094299	0.684890871	138.2943208	1
145.7281791	14.03131803	8	PRP4	145.7281791	147.7422198	152.7591655	0.707859916	153.4670255	1
161.8761945	14.0331934	2	PRP4	161.8761945	163.8923167	168.9091195	0.474948497	169.384068	1
177.0252255	14.03419911	10	PRP1	177.0252255	179.0422395	184.059151	0.564304046	184.623455	1
195.1753447	14.0334245	11	PRP2	195.1753447	197.1914508	202.2084824	0.646269325	202.8547517	1
211.3259037	14.03325223	1	PRP5	211.3259037	213.3410837	218.358855	0.539307096	218.8981621	1
226.4757206	14.03274209	10	PRP2	226.4757206	228.4913361	233.5081954	0.526971288	234.0351667	1
241.6238666	14.03449295	3	PRP3	241.6238666	243.6416329	248.6581202	0.749403807	249.407524	1
257.774436	14.0339522	2	PRP3	257.774436	259.7905266	264.8081254	0.90454264	265.7126681	1
273.9234561	14.03397629	10	PRP6	273.9234561	275.9404696	280.9572031	0.628946894	281.58615	1
292.0743796	14.03312468	8	PRP2	292.0743796	294.0904274	299.1072305	0.704150137	299.8113806	1
308.2241162	14.03284845	3	PRP5	308.2241162	310.2399305	315.2566905	0.686247891	315.9429384	1
324.3739376	14.03291768	2	PRP5	324.3739376	326.3898525	331.4065656	0.535561718	331.9421273	1
339.5251849	14.03153817	4	PRP3	339.5251849	341.5400667	346.5564575	0.450270459	347.006728	1
354.6727562	14.03379476	8	computer	354.6727562	356.6897127	361.7062946	0.761254925	362.4675495	1
370.8231365	14.03386905	3	PRP4	370.8231365	372.8388482	377.8566773	0.520975394	378.3776527	1
386.9730989	14.03289546	11	PRP6	386.9730989	388.9890875	394.0057158	0.429012006	394.4347278	1
405.1227822	14.0330384	2	computer	405.1227822	407.1387917	412.1555242	0.692440822	412.847965	1
422.2727398	14.03261511	10	computer	422.2727398	424.2886174	429.3050265	0.93704957	430.2420761	1
439.4064779	14.03191672	4	computer	439.4064779	441.4213931	446.4380623	0.775977675	447.21404	1
455.5570106	14.03181987	4	computer	455.5570106	457.5718019	462.5885586	0.781259669	463.3698183	1
471.7054502	14.03267006	9	PRP6	471.7054502	473.721284	478.7378415	0.553638146	479.2914797	1
487.8555342	14.0324912	4	PRP5	487.8555342	489.8711787	494.8878022	0.600064569	495.4878668	1
505.0047627	14.03299629	9	PRP1	505.0047627	507.0206214	512.037553	0.513456079	512.5510091	1
520.1548269	14.03260406	8	PRP6	520.1548269	522.1706648	527.1872093	0.59490335	527.7821126	1
535.3035361	14.03428655	3	PRP1	535.3035361	537.3203914	542.3377278	0.553886913	542.8916147	1
552.4543085	14.03308053	10	computer	552.4543085	554.4702912	559.4871686	0.592636303	560.0798049	1
567.60364	14.03376228	4	computer	567.60364	569.6195407	574.6371328	0.477191612	575.1143244	1
