trial	response	correct_response	accuracy	reaction_time
1	k	j	0	1502
2	j	k	0	1179
3	j	j	1	1286
4	k	k	1	981
5	l	j	0	1247
6	k	k	1	1325
7	k	k	1	1202
8	j	j	1	1193
9	k	l	0	1568
10	k	k	1	1797
11	l	l	1	1159
12	l	l	1	1311
13	l	l	1	996
14	k	k	1	1026
15	l	l	1	867
16	l	k	0	843
17	k	k	1	1202
18	k	j	0	1756
19	k	k	1	1021
20	l	l	1	1154
